t,c_hash,r_mib,w_mib,submit_ms,rounds,free_pct,touches,iterate_children_pct,space_usage_gib,key,space_usage_kib,p2_pct,allocate_ops,unswizzled,evicted_mib,consumed_pages,poll_pct,p3_pct,find_parent_pct,async_mb_ws,pc1,p1_pct,pc2,pc3
0,3461477181774141512,0.0,0.0,0.0,482404513,65.2,0,0.0,19.8,0,20780608.0,0.0,5195152,0,0.0,5195155,0.0,0.0,0.0,0,0,100.0,0,0
1,3461477181774141512,0.0,0.0,0.0,19849799,64.2,0,0.0,20.4,0,21376612.0,0.0,241816,0,0.0,5344154,0.0,0.0,0.0,0,0,100.0,0,0
2,3461477181774141512,0.0,0.0,0.0,16956856,63.9,0,0.0,20.5,0,21508824.0,0.0,73144,0,0.0,5377211,0.0,0.0,0.0,0,0,100.0,0,0
3,3461477181774141512,0.0,0.0,0.0,18905326,63.4,0,0.0,20.8,0,21858948.0,0.0,132780,0,0.0,5464737,0.0,0.0,0.0,0,0,100.0,0,0
4,3461477181774141512,0.0,0.0,0.0,18452620,63.1,0,0.0,21.0,0,22004072.0,0.0,81722,0,0.0,5501023,0.0,0.0,0.0,0,0,100.0,0,0
5,3461477181774141512,0.0,0.0,0.0,19249413,62.5,0,0.0,21.3,0,22342700.0,0.0,127042,0,0.0,5585675,0.0,0.0,0.0,0,0,100.0,0,0
6,3461477181774141512,0.0,0.0,0.0,18863611,62.0,0,0.0,21.6,0,22665916.0,0.0,129553,0,0.0,5666481,0.0,0.0,0.0,0,0,100.0,0,0
7,3461477181774141512,0.0,0.0,0.0,18691139,61.8,0,0.0,21.8,0,22811500.0,0.0,76438,0,0.0,5702875,0.0,0.0,0.0,0,0,100.0,0,0
8,3461477181774141512,0.0,0.0,0.0,20578465,61.2,0,0.0,22.1,0,23124700.0,0.0,153630,0,0.0,5781166,0.0,0.0,0.0,0,0,100.0,0,0
9,3461477181774141512,0.0,0.0,0.0,18743871,60.6,0,0.0,22.4,0,23489700.0,0.0,141575,0,0.0,5872428,0.0,0.0,0.0,0,0,100.0,0,0
10,3461477181774141512,0.0,0.0,0.0,17568623,60.2,0,0.0,22.6,0,23731052.0,0.0,110135,0,0.0,5932770,0.0,0.0,0.0,0,0,100.0,0,0
11,3461477181774141512,0.0,0.0,0.0,18839336,59.7,0,0.0,22.9,0,24010672.0,0.0,115656,0,0.0,6002669,0.0,0.0,0.0,0,0,100.0,0,0
12,3461477181774141512,0.0,0.0,0.0,19965086,59.3,0,0.0,23.2,0,24279956.0,0.0,111013,0,0.0,6069989,0.0,0.0,0.0,0,0,100.0,0,0
13,3461477181774141512,0.0,0.0,0.0,21059297,58.9,0,0.0,23.4,0,24527856.0,0.0,104873,0,0.0,6131964,0.0,0.0,0.0,0,0,100.0,0,0
14,3461477181774141512,0.0,0.0,0.0,20137017,58.4,0,0.0,23.7,0,24820100.0,0.0,121795,0,0.0,6205025,0.0,0.0,0.0,0,0,100.0,0,0
15,3461477181774141512,0.0,0.0,0.0,19697721,58.0,0,0.0,23.9,0,25037616.0,0.0,93609,0,0.0,6259404,0.0,0.0,0.0,0,0,100.0,0,0
16,3461477181774141512,0.0,0.0,0.0,20410737,57.6,0,0.0,24.1,0,25271200.0,0.0,132574,0,0.0,6317801,0.0,0.0,0.0,0,0,100.0,0,0
17,3461477181774141512,0.0,0.0,0.0,18063698,57.2,0,0.0,24.4,0,25547964.0,0.0,80387,0,0.0,6386991,0.0,0.0,0.0,0,0,100.0,0,0
18,3461477181774141512,0.0,0.0,0.0,18592313,56.6,0,0.0,24.7,0,25892816.0,0.0,172882,0,0.0,6473208,0.0,0.0,0.0,0,0,100.0,0,0
19,3461477181774141512,0.0,0.0,0.0,18805317,56.4,0,0.0,24.8,0,26034432.0,0.0,35403,0,0.0,6508608,0.0,0.0,0.0,0,0,100.0,0,0
20,3461477181774141512,0.0,0.0,0.0,19493644,55.8,0,0.0,25.1,0,26355916.0,0.0,183749,0,0.0,6588981,0.0,0.0,0.0,0,0,100.0,0,0
21,3461477181774141512,0.0,0.0,0.0,17673308,55.6,0,0.0,25.3,0,26513980.0,0.0,39515,0,0.0,6628495,0.0,0.0,0.0,0,0,100.0,0,0
