t,c_hash,r_mib,w_mib,submit_ms,rounds,free_pct,touches,iterate_children_pct,space_usage_gib,key,space_usage_kib,p2_pct,allocate_ops,unswizzled,evicted_mib,consumed_pages,poll_pct,p3_pct,find_parent_pct,async_mb_ws,pc1,p1_pct,pc2,pc3
0,14719014674475620788,0.0,0.0,0.0,411097626,65.2,0,0.0,19.8,0,20772840.0,0.0,5193213,0,0.0,5193215,0.0,0.0,0.0,0,0,100.0,0,0
1,14719014674475620788,0.0,0.0,0.0,21314949,64.1,0,0.0,20.4,0,21423080.0,0.0,272591,0,0.0,5355774,0.0,0.0,0.0,0,0,100.0,0,0
2,14719014674475620788,0.0,0.0,0.0,16322144,63.8,0,0.0,20.6,0,21572004.0,0.0,37229,0,0.0,5393001,0.0,0.0,0.0,0,0,100.0,0,0
3,14719014674475620788,0.0,0.0,0.0,20327352,63.2,0,0.0,20.9,0,21953864.0,0.0,198902,0,0.0,5488469,0.0,0.0,0.0,0,0,100.0,0,0
4,14719014674475620788,0.0,0.0,0.0,18058380,62.8,0,0.0,21.1,0,22166240.0,0.0,57713,0,0.0,5541560,0.0,0.0,0.0,0,0,100.0,0,0
5,14719014674475620788,0.0,0.0,0.0,21703343,62.3,0,0.0,21.4,0,22474044.0,0.0,170960,0,0.0,5618518,0.0,0.0,0.0,0,0,100.0,0,0
6,14719014674475620788,0.0,0.0,0.0,16691996,61.8,0,0.0,21.7,0,22794168.0,0.0,98739,0,0.0,5698542,0.0,0.0,0.0,0,0,100.0,0,0
7,14719014674475620788,0.0,0.0,0.0,20920476,61.2,0,0.0,22.1,0,23154824.0,0.0,154561,0,0.0,5788706,0.0,0.0,0.0,0,0,100.0,0,0
8,14719014674475620788,0.0,0.0,0.0,19566076,60.7,0,0.0,22.3,0,23418416.0,0.0,110989,0,0.0,5854604,0.0,0.0,0.0,0,0,100.0,0,0
9,14719014674475620788,0.0,0.0,0.0,21341143,60.2,0,0.0,22.7,0,23754956.0,0.0,153643,0,0.0,5938741,0.0,0.0,0.0,0,0,100.0,0,0
10,14719014674475620788,0.0,0.0,0.0,19269096,59.8,0,0.0,22.9,0,23983368.0,0.0,106878,0,0.0,5995842,0.0,0.0,0.0,0,0,100.0,0,0
11,14719014674475620788,0.0,0.0,0.0,20646921,59.2,0,0.0,23.2,0,24340968.0,0.0,153579,0,0.0,6085245,0.0,0.0,0.0,0,0,100.0,0,0
12,14719014674475620788,0.0,0.0,0.0,19052547,58.8,0,0.0,23.5,0,24592432.0,0.0,106646,0,0.0,6148108,0.0,0.0,0.0,0,0,100.0,0,0
13,14719014674475620788,0.0,0.0,0.0,17148166,58.6,0,0.0,23.5,0,24681944.0,0.0,72884,0,0.0,6170496,0.0,0.0,0.0,0,0,100.0,0,0
14,14719014674475620788,0.0,0.0,0.0,20082673,57.8,0,0.0,24.0,0,25172528.0,0.0,182791,0,0.0,6293132,0.0,0.0,0.0,0,0,100.0,0,0
15,14719014674475620788,0.0,0.0,0.0,17329153,57.7,0,0.0,24.1,0,25243880.0,0.0,59429,0,0.0,6310974,0.0,0.0,0.0,0,0,100.0,0,0
16,14719014674475620788,0.0,0.0,0.0,20455699,56.8,0,0.0,24.6,0,25760672.0,0.0,197485,0,0.0,6440168,0.0,0.0,0.0,0,0,100.0,0,0
17,14719014674475620788,0.0,0.0,0.0,19705653,56.8,0,0.0,24.5,0,25740444.0,0.0,21724,0,0.0,6435099,0.0,0.0,0.0,0,0,100.0,0,0
18,14719014674475620788,0.0,0.0,0.0,20821324,55.8,0,0.0,25.1,0,26370984.0,0.0,237122,0,0.0,6592747,0.0,0.0,0.0,0,0,100.0,0,0
19,14719014674475620788,0.0,0.0,0.0,15929547,55.8,0,0.0,25.2,0,26389312.0,0.0,4582,0,0.0,6597328,0.0,0.0,0.0,0,0,100.0,0,0
20,14719014674475620788,0.0,0.0,0.0,21615393,54.9,0,0.0,25.7,0,26926860.0,0.0,246827,0,0.0,6731718,0.0,0.0,0.0,0,0,100.0,0,0
21,14719014674475620788,0.0,0.0,0.0,16359811,54.8,0,0.0,25.7,0,26955756.0,0.0,7222,0,0.0,6738939,0.0,0.0,0.0,0,0,100.0,0,0
22,14719014674475620788,0.0,0.0,0.0,21495261,53.9,0,0.0,26.2,0,27519520.0,0.0,249587,0,0.0,6879880,0.0,0.0,0.0,0,0,100.0,0,0
23,14719014674475620788,0.0,0.0,0.0,15536009,53.8,0,0.0,26.3,0,27556064.0,0.0,9136,0,0.0,6889016,0.0,0.0,0.0,0,0,100.0,0,0
24,14719014674475620788,0.0,0.0,0.0,20510462,52.9,0,0.0,26.8,0,28082548.0,0.0,241091,0,0.0,7020642,0.0,0.0,0.0,0,0,100.0,0,0
25,14719014674475620788,0.0,0.0,0.0,18951697,52.8,0,0.0,26.8,0,28153464.0,0.0,17728,0,0.0,7038366,0.0,0.0,0.0,0,0,100.0,0,0
26,14719014674475620788,0.0,0.0,0.0,20631518,52.0,0,0.0,27.3,0,28656596.0,0.0,237343,0,0.0,7164152,0.0,0.0,0.0,0,0,100.0,0,0
27,14719014674475620788,0.0,0.0,0.0,16131783,51.8,0,0.0,27.4,0,28734980.0,0.0,19594,0,0.0,7183745,0.0,0.0,0.0,0,0,100.0,0,0
28,14719014674475620788,0.0,0.0,0.0,20901697,51.1,0,0.0,27.8,0,29174552.0,0.0,224244,0,0.0,7293639,0.0,0.0,0.0,0,0,100.0,0,0
