t,c_hash,r_mib,w_mib,submit_ms,rounds,free_pct,touches,iterate_children_pct,space_usage_gib,key,space_usage_kib,p2_pct,allocate_ops,unswizzled,evicted_mib,consumed_pages,poll_pct,p3_pct,find_parent_pct,async_mb_ws,pc1,p1_pct,pc2,pc3
0,16466893184435948687,0.0,0.0,0.0,654759242,65.1,0,0.0,19.8,0,20810480.0,0.0,5202620,0,0.0,5202620,0.0,0.0,0.0,0,0,100.0,0,0
1,16466893184435948687,0.0,0.0,0.0,20500583,64.6,0,0.0,20.1,0,21115300.0,0.0,134724,0,0.0,5278825,0.0,0.0,0.0,0,0,100.0,0,0
2,16466893184435948687,0.0,0.0,0.0,20598003,64.2,0,0.0,20.4,0,21357592.0,0.0,102067,0,0.0,5339398,0.0,0.0,0.0,0,0,100.0,0,0
3,16466893184435948687,0.0,0.0,0.0,20605323,63.8,0,0.0,20.6,0,21593144.0,0.0,102291,0,0.0,5398286,0.0,0.0,0.0,0,0,100.0,0,0
4,16466893184435948687,0.0,0.0,0.0,20741318,63.4,0,0.0,20.8,0,21824196.0,0.0,101894,0,0.0,5456051,0.0,0.0,0.0,0,0,100.0,0,0
5,16466893184435948687,0.0,0.0,0.0,20719426,63.0,0,0.0,21.0,0,22070016.0,0.0,106634,0,0.0,5517504,0.0,0.0,0.0,0,0,100.0,0,0
6,16466893184435948687,0.0,0.0,0.0,20712836,62.6,0,0.0,21.3,0,22319484.0,0.0,107641,0,0.0,5579873,0.0,0.0,0.0,0,0,100.0,0,0
7,16466893184435948687,0.0,0.0,0.0,20707265,62.2,0,0.0,21.5,0,22572776.0,0.0,109508,0,0.0,5643195,0.0,0.0,0.0,0,0,100.0,0,0
8,16466893184435948687,0.0,0.0,0.0,20756760,61.7,0,0.0,21.8,0,22819292.0,0.0,106733,0,0.0,5704824,0.0,0.0,0.0,0,0,100.0,0,0
9,16466893184435948687,0.0,0.0,0.0,20612194,61.3,0,0.0,22.0,0,23059148.0,0.0,103553,0,0.0,5764787,0.0,0.0,0.0,0,0,100.0,0,0
10,16466893184435948687,0.0,0.0,0.0,20596524,60.9,0,0.0,22.2,0,23308652.0,0.0,105904,0,0.0,5827163,0.0,0.0,0.0,0,0,100.0,0,0
11,16466893184435948687,0.0,0.0,0.0,20671208,60.5,0,0.0,22.5,0,23546792.0,0.0,105352,0,0.0,5886699,0.0,0.0,0.0,0,0,100.0,0,0
12,16466893184435948687,0.0,0.0,0.0,20677825,60.1,0,0.0,22.7,0,23788892.0,0.0,104725,0,0.0,5947225,0.0,0.0,0.0,0,0,100.0,0,0
13,16466893184435948687,0.0,0.0,0.0,20541159,59.7,0,0.0,22.9,0,24033588.0,0.0,106178,0,0.0,6008401,0.0,0.0,0.0,0,0,100.0,0,0
