t,c_hash,cc_ms_commit_tx,cc_ms_start_tx,cc_ms_refresh_global_state,cc_ms_history_tree_insert,cc_ms_fat_tuple_conversion,cc_ms_fat_tuple,cc_ms_gc_history_tree,cc_ms_gc_graveyard,cc_ms_abort_tx,olap_tx_abort,wal_reserve_blocked,tx_abort,gct_phase_1_pct,cc_ms_history_tree_retrieve,olap_scanned_tuples,gct_phase_2_pct,gct_write_pct,wal_miss,cc_ms_gc_cm,wal_reserve_immediate,cc_cross_workers_visibility_check,gct_committed_tx,key,rfa_committed_tx,wal_hit,olap_tx,wal_read_gib,cc_prepare_igc,cc_snapshot_restart,gct_write_gib,cc_ms_snapshotting,wal_miss_pct,wal_write_gib,cc_ms_committing,tx,cc_versions_space_removed,wal_hit_pct,cc_ms_gc,gct_rounds,wal_total,cc_ms_olap_tx,cc_ms_oltp_tx
0,16466893184435948687,0,0,0,0,0,0,0,0,0,0,0,42,14.0,0,0,0.0,86.0,0,0,0,0,688,0,65,0,0,0.0,0,0,12.7,0,-nan,12.7,0,2476,23391,-nan,0,204,0.0,0,0
1,16466893184435948687,0,0,0,0,0,0,0,0,0,0,0,4279,17.2,0,0,0.3,82.5,0,0,0,0,217841,0,6680,0,0,0.0,0,0,0.5,0,-nan,0.5,0,260303,2842151,-nan,0,24,0.0,0,0
2,16466893184435948687,0,0,0,0,0,0,0,0,0,0,0,3119,21.0,0,0,0.2,78.8,0,0,0,0,134387,0,4671,0,0,0.0,0,0,0.4,0,-nan,0.4,0,190216,2007108,-nan,0,3,0.0,0,0
3,16466893184435948687,0,0,0,0,0,0,0,0,0,0,0,3289,21.5,0,0,0.2,78.3,0,0,0,0,249726,0,5076,0,0,0.0,0,0,0.4,0,-nan,0.4,0,194932,2185150,-nan,0,5,0.0,0,0
4,16466893184435948687,0,0,0,0,0,0,0,0,0,0,0,3159,21.9,0,0,0.2,77.9,0,0,0,0,192754,0,5030,0,0,0.0,0,0,0.4,0,-nan,0.4,0,193945,2115055,-nan,0,4,0.0,0,0
5,16466893184435948687,0,0,0,0,0,0,0,0,0,0,0,3347,22.7,0,0,0.2,77.0,0,0,0,0,191636,0,4923,0,0,0.0,0,0,0.5,0,-nan,0.4,0,200324,2216054,-nan,0,4,0.0,0,0
6,16466893184435948687,0,0,0,0,0,0,0,0,0,0,0,3389,23.6,0,0,0.2,76.2,0,0,0,0,193023,0,5056,0,0,0.0,0,0,0.4,0,-nan,0.4,0,203522,2216680,-nan,0,4,0.0,0,0
7,16466893184435948687,0,0,0,0,0,0,0,0,0,0,0,3515,24.1,0,0,0.2,75.7,0,0,0,0,193154,0,5174,0,0,0.0,0,0,0.4,0,-nan,0.4,0,207369,2256163,-nan,0,4,0.0,0,0
8,16466893184435948687,0,0,0,0,0,0,0,0,0,0,0,3403,23.5,0,0,0.2,76.3,0,0,0,0,192541,0,5422,0,0,0.0,0,0,0.4,0,-nan,0.4,0,202218,2206097,-nan,0,4,0.0,0,0
9,16466893184435948687,0,0,0,0,0,0,0,0,0,0,0,3240,23.1,0,0,0.2,76.7,0,0,0,0,195065,0,5068,0,0,0.0,0,0,0.4,0,-nan,0.4,0,195706,2132648,-nan,0,4,0.0,0,0
10,16466893184435948687,0,0,0,0,0,0,0,0,0,0,0,3251,22.5,0,0,0.2,77.3,0,0,0,0,234969,0,5348,0,0,0.0,0,0,0.4,0,-nan,0.4,0,199056,2190890,-nan,0,5,0.0,0,0
11,16466893184435948687,0,0,0,0,0,0,0,0,0,0,0,3306,22.6,0,0,0.2,77.2,0,0,0,0,191716,0,5404,0,0,0.0,0,0,0.5,0,-nan,0.4,0,199357,2184843,-nan,0,4,0.0,0,0
12,16466893184435948687,0,0,0,0,0,0,0,0,0,0,0,3365,22.8,0,0,0.2,77.0,0,0,0,0,190329,0,5076,0,0,0.0,0,0,0.5,0,-nan,0.4,0,196074,2172779,-nan,0,4,0.0,0,0
13,16466893184435948687,0,0,0,0,0,0,0,0,0,0,0,3148,23.2,0,0,0.2,76.6,0,0,0,0,190619,0,4880,0,0,0.0,0,0,0.4,0,-nan,0.4,0,199614,2219387,-nan,0,4,0.0,0,0
14,16466893184435948687,0,0,0,0,0,0,0,0,0,0,0,3257,23.0,0,0,0.2,76.8,0,0,0,0,190209,0,5083,0,0,0.0,0,0,0.4,0,-nan,0.4,0,195396,2164078,-nan,0,4,0.0,0,0
15,16466893184435948687,0,0,0,0,0,0,0,0,0,0,0,3198,21.5,0,0,0.2,78.3,0,0,0,0,190532,0,5183,0,0,0.0,0,0,0.4,0,-nan,0.4,0,192765,2143671,-nan,0,4,0.0,0,0
16,16466893184435948687,0,0,0,0,0,0,0,0,0,0,0,3124,21.4,0,0,0.2,78.4,0,0,0,0,190041,0,5416,0,0,0.0,0,0,0.4,0,-nan,0.4,0,196682,2177321,-nan,0,4,0.0,0,0
