t,c_hash,cc_ms_commit_tx,cc_ms_start_tx,cc_ms_refresh_global_state,cc_ms_history_tree_insert,cc_ms_fat_tuple_conversion,cc_ms_fat_tuple,cc_ms_gc_history_tree,cc_ms_gc_graveyard,cc_ms_abort_tx,olap_tx_abort,wal_reserve_blocked,tx_abort,gct_phase_1_pct,cc_ms_history_tree_retrieve,olap_scanned_tuples,gct_phase_2_pct,gct_write_pct,wal_miss,cc_ms_gc_cm,wal_reserve_immediate,cc_cross_workers_visibility_check,gct_committed_tx,key,rfa_committed_tx,wal_hit,olap_tx,wal_read_gib,cc_prepare_igc,cc_snapshot_restart,gct_write_gib,cc_ms_snapshotting,wal_miss_pct,wal_write_gib,cc_ms_committing,tx,cc_versions_space_removed,wal_hit_pct,cc_ms_gc,gct_rounds,wal_total,cc_ms_olap_tx,cc_ms_oltp_tx
0,13302725642600765300,0,0,0,0,0,0,0,0,0,0,0,2966,28.2,0,0,0.0,71.8,0,0,0,0,3048,0,455,0,0,0.0,0,0,12.8,0,-nan,12.8,0,47795,508485,-nan,0,72,0.0,0,0
1,13302725642600765300,0,0,0,0,0,0,0,0,0,0,0,21855,16.3,0,0,0.4,83.4,0,0,0,0,94805,0,9754,0,0,0.0,0,0,0.8,0,-nan,0.8,0,382138,3699498,-nan,0,2,0.0,0,0
2,13302725642600765300,0,0,0,0,0,0,0,0,0,0,0,3871,16.6,0,0,0.1,83.3,0,0,0,0,233788,0,1761,0,0,0.0,0,0,0.1,0,-nan,0.1,0,68865,1226484,-nan,0,1,0.0,0,0
3,13302725642600765300,0,0,0,0,0,0,0,0,0,0,0,15717,16.9,0,0,0.3,82.8,0,0,0,0,250425,0,7017,0,0,0.0,0,0,0.5,0,-nan,0.6,0,278543,3014683,-nan,0,2,0.0,0,0
4,13302725642600765300,0,0,0,0,0,0,0,0,0,0,0,13751,16.4,0,0,0.2,83.4,0,0,0,0,175898,0,6127,0,0,0.0,0,0,0.7,0,-nan,0.5,0,248179,2645917,-nan,0,1,0.0,0,0
5,13302725642600765300,0,0,0,0,0,0,0,0,0,0,0,13576,16.3,0,0,0.2,83.5,0,0,0,0,154982,0,6005,0,0,0.0,0,0,0.4,0,-nan,0.5,0,243506,2335614,-nan,0,1,0.0,0,0
6,13302725642600765300,0,0,0,0,0,0,0,0,0,0,0,10959,19.5,0,0,0.2,80.3,0,0,0,0,198761,0,4823,0,0,0.0,0,0,0.4,0,-nan,0.4,0,195933,2094927,-nan,0,1,0.0,0,0
7,13302725642600765300,0,0,0,0,0,0,0,0,0,0,0,10124,19.3,0,0,0.2,80.4,0,0,0,0,175285,0,4113,0,0,0.0,0,0,0.4,0,-nan,0.4,0,169684,1826819,-nan,0,1,0.0,0,0
8,13302725642600765300,0,0,0,0,0,0,0,0,0,0,0,11244,19.2,0,0,0.2,80.6,0,0,0,0,184373,0,5076,0,0,0.0,0,0,0.3,0,-nan,0.4,0,200580,2079009,-nan,0,1,0.0,0,0
9,13302725642600765300,0,0,0,0,0,0,0,0,0,0,0,8691,17.2,0,0,0.2,82.6,0,0,0,0,365142,0,3857,0,0,0.0,0,0,0.5,0,-nan,0.3,0,152872,1764248,-nan,0,2,0.0,0,0
10,13302725642600765300,0,0,0,0,0,0,0,0,0,0,0,18462,14.5,0,0,0.3,85.2,0,0,0,0,142405,0,8508,0,0,0.0,0,0,0.7,0,-nan,0.7,0,338759,3407755,-nan,0,1,0.0,0,0
11,13302725642600765300,0,0,0,0,0,0,0,0,0,0,0,8820,18.8,0,0,0.2,81.1,0,0,0,0,219305,0,4126,0,0,0.0,0,0,0.2,0,-nan,0.3,0,162922,2244688,-nan,0,1,0.0,0,0
12,13302725642600765300,0,0,0,0,0,0,0,0,0,0,0,9505,14.4,0,0,0.4,85.3,0,0,0,0,129582,0,4329,0,0,0.0,0,0,0.5,0,-nan,0.4,0,170891,1585115,-nan,0,1,0.0,0,0
13,13302725642600765300,0,0,0,0,0,0,0,0,0,0,0,15683,14.2,0,0,0.2,85.5,0,0,0,0,333249,0,7372,0,0,0.0,0,0,0.5,0,-nan,0.6,0,292608,3695740,-nan,0,2,0.0,0,0
