t,c_hash,cc_ms_commit_tx,cc_ms_start_tx,cc_ms_refresh_global_state,cc_ms_history_tree_insert,cc_ms_fat_tuple_conversion,cc_ms_fat_tuple,cc_ms_gc_history_tree,cc_ms_gc_graveyard,cc_ms_abort_tx,olap_tx_abort,wal_reserve_blocked,tx_abort,gct_phase_1_pct,cc_ms_history_tree_retrieve,olap_scanned_tuples,gct_phase_2_pct,gct_write_pct,wal_miss,cc_ms_gc_cm,wal_reserve_immediate,cc_cross_workers_visibility_check,gct_committed_tx,key,rfa_committed_tx,wal_hit,olap_tx,wal_read_gib,cc_prepare_igc,cc_snapshot_restart,gct_write_gib,cc_ms_snapshotting,wal_miss_pct,wal_write_gib,cc_ms_committing,tx,cc_versions_space_removed,wal_hit_pct,cc_ms_gc,gct_rounds,wal_total,cc_ms_olap_tx,cc_ms_oltp_tx
0,9593644571598670984,0,0,0,0,0,0,0,0,0,0,0,2310,28.1,0,0,0.0,71.9,0,0,0,0,5213,0,358,0,0,0.0,0,0,12.7,0,-nan,12.8,0,39736,424321,-nan,0,76,0.0,0,0
1,9593644571598670984,0,0,0,0,0,0,0,0,0,0,0,17814,11.5,0,0,0.5,88.0,0,0,0,0,79039,0,8203,0,0,0.0,0,0,0.7,0,-nan,0.7,0,324746,3388354,-nan,0,2,0.0,0,0
2,9593644571598670984,0,0,0,0,0,0,0,0,0,0,0,11378,15.9,0,0,0.2,83.9,0,0,0,0,280866,0,5496,0,0,0.0,0,0,0.4,0,-nan,0.4,0,212746,2460755,-nan,0,2,0.0,0,0
3,9593644571598670984,0,0,0,0,0,0,0,0,0,0,0,12009,23.5,0,0,0.2,76.3,0,0,0,0,121186,0,5676,0,0,0.0,0,0,0.3,0,-nan,0.5,0,224260,2063693,-nan,0,1,0.0,0,0
4,9593644571598670984,0,0,0,0,0,0,0,0,0,0,0,8412,17.3,0,0,0.2,82.4,0,0,0,0,164183,0,3962,0,0,0.0,0,0,0.3,0,-nan,0.3,0,156062,1778996,-nan,0,1,0.0,0,0
5,9593644571598670984,0,0,0,0,0,0,0,0,0,0,0,14063,17.9,0,0,0.2,81.9,0,0,0,0,308335,0,6819,0,0,0.0,0,0,0.7,0,-nan,0.6,0,270381,3217258,-nan,0,2,0.0,0,0
6,9593644571598670984,0,0,0,0,0,0,0,0,0,0,0,10080,18.9,0,0,0.2,80.9,0,0,0,0,154680,0,4773,0,0,0.0,0,0,0.4,0,-nan,0.4,0,192334,1651272,-nan,0,1,0.0,0,0
7,9593644571598670984,0,0,0,0,0,0,0,0,0,0,0,11653,19.0,0,0,0.3,80.7,0,0,0,0,307124,0,5573,0,0,0.0,0,0,0.4,0,-nan,0.5,0,221223,2751056,-nan,0,2,0.0,0,0
8,9593644571598670984,0,0,0,0,0,0,0,0,0,0,0,3795,-nan,0,0,-nan,-nan,0,0,0,0,0,0,1805,0,0,0.0,0,0,0.3,0,-nan,0.2,0,72709,521321,-nan,0,0,0.0,0,0
9,9593644571598670984,0,0,0,0,0,0,0,0,0,0,0,15718,20.4,0,0,0.2,79.4,0,0,0,0,294359,0,7271,0,0,0.0,0,0,0.7,0,-nan,0.6,0,298340,3098849,-nan,0,2,0.0,0,0
10,9593644571598670984,0,0,0,0,0,0,0,0,0,0,0,12476,19.5,0,0,0.2,80.3,0,0,0,0,298406,0,5976,0,0,0.0,0,0,0.2,0,-nan,0.5,0,241573,3031043,-nan,0,2,0.0,0,0
11,9593644571598670984,0,0,0,0,0,0,0,0,0,0,0,2916,-nan,0,0,-nan,-nan,0,0,0,0,0,0,1506,0,0,0.0,0,0,0.4,0,-nan,0.1,0,57920,409367,-nan,0,0,0.0,0,0
