t,c_hash,cc_ms_commit_tx,cc_ms_start_tx,cc_ms_refresh_global_state,cc_ms_history_tree_insert,cc_ms_fat_tuple_conversion,cc_ms_fat_tuple,cc_ms_gc_history_tree,cc_ms_gc_graveyard,cc_ms_abort_tx,olap_tx_abort,wal_reserve_blocked,tx_abort,gct_phase_1_pct,cc_ms_history_tree_retrieve,olap_scanned_tuples,gct_phase_2_pct,gct_write_pct,wal_miss,cc_ms_gc_cm,wal_reserve_immediate,cc_cross_workers_visibility_check,gct_committed_tx,key,rfa_committed_tx,wal_hit,olap_tx,wal_read_gib,cc_prepare_igc,cc_snapshot_restart,gct_write_gib,cc_ms_snapshotting,wal_miss_pct,wal_write_gib,cc_ms_committing,tx,cc_versions_space_removed,wal_hit_pct,cc_ms_gc,gct_rounds,wal_total,cc_ms_olap_tx,cc_ms_oltp_tx
0,8783548576893292120,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0.0,96.6,0,0,0,0,100,0,109,0,0,0.0,0,0,12.8,0,-nan,12.7,0,8,131,-nan,0,61439,0.0,0,0
1,8783548576893292120,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0.0,97.7,0,0,0,0,14335,0,14357,0,0,0.0,0,0,0.0,0,-nan,0.0,0,14357,157626,-nan,0,487,0.0,0,0
2,8783548576893292120,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0.0,97.6,0,0,0,0,14262,0,14282,0,0,0.0,0,0,0.0,0,-nan,0.0,0,14282,157084,-nan,0,508,0.0,0,0
3,8783548576893292120,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0.0,97.7,0,0,0,0,14219,0,14205,0,0,0.0,0,0,0.0,0,-nan,0.0,0,14205,159044,-nan,0,507,0.0,0,0
4,8783548576893292120,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0.0,97.7,0,0,0,0,14427,0,14428,0,0,0.0,0,0,0.0,0,-nan,0.0,0,14428,154771,-nan,0,513,0.0,0,0
5,8783548576893292120,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0.0,97.6,0,0,0,0,14379,0,14363,0,0,0.0,0,0,0.0,0,-nan,0.0,0,14363,157720,-nan,0,507,0.0,0,0
6,8783548576893292120,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0.0,97.8,0,0,0,0,14227,0,14262,0,0,0.0,0,0,0.0,0,-nan,0.0,0,14262,155295,-nan,0,479,0.0,0,0
7,8783548576893292120,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0.0,97.7,0,0,0,0,14217,0,14204,0,0,0.0,0,0,0.0,0,-nan,0.0,0,14204,156499,-nan,0,506,0.0,0,0
8,8783548576893292120,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0.0,97.6,0,0,0,0,14220,0,14228,0,0,0.0,0,0,0.0,0,-nan,0.0,0,14228,155509,-nan,0,522,0.0,0,0
9,8783548576893292120,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0.0,97.5,0,0,0,0,14142,0,14157,0,0,0.0,0,0,0.0,0,-nan,0.0,0,14157,156409,-nan,0,481,0.0,0,0
10,8783548576893292120,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0.0,97.7,0,0,0,0,14230,0,14224,0,0,0.0,0,0,0.0,0,-nan,0.0,0,14223,155684,-nan,0,494,0.0,0,0
11,8783548576893292120,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0.0,97.6,0,0,0,0,14038,0,14008,0,0,0.0,0,0,0.0,0,-nan,0.0,0,14009,156830,-nan,0,520,0.0,0,0
12,8783548576893292120,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0.0,97.4,0,0,0,0,14397,0,14436,0,0,0.0,0,0,0.0,0,-nan,0.0,0,14436,155169,-nan,0,483,0.0,0,0
13,8783548576893292120,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0.0,97.7,0,0,0,0,14446,0,14411,0,0,0.0,0,0,0.0,0,-nan,0.0,0,14411,151254,-nan,0,497,0.0,0,0
14,8783548576893292120,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0.0,97.7,0,0,0,0,14092,0,14082,0,0,0.0,0,0,0.0,0,-nan,0.0,0,14082,152734,-nan,0,509,0.0,0,0
15,8783548576893292120,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0.0,97.7,0,0,0,0,14087,0,14100,0,0,0.0,0,0,0.0,0,-nan,0.0,0,14100,154125,-nan,0,510,0.0,0,0
16,8783548576893292120,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0.0,97.7,0,0,0,0,14245,0,14244,0,0,0.0,0,0,0.0,0,-nan,0.0,0,14244,156507,-nan,0,516,0.0,0,0
17,8783548576893292120,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0.0,97.7,0,0,0,0,14219,0,14223,0,0,0.0,0,0,0.0,0,-nan,0.0,0,14223,151426,-nan,0,506,0.0,0,0
