t,c_hash,cc_ms_commit_tx,cc_ms_start_tx,cc_ms_refresh_global_state,cc_ms_history_tree_insert,cc_ms_fat_tuple_conversion,cc_ms_fat_tuple,cc_ms_gc_history_tree,cc_ms_gc_graveyard,cc_ms_abort_tx,olap_tx_abort,wal_reserve_blocked,tx_abort,gct_phase_1_pct,cc_ms_history_tree_retrieve,olap_scanned_tuples,gct_phase_2_pct,gct_write_pct,wal_miss,cc_ms_gc_cm,wal_reserve_immediate,cc_cross_workers_visibility_check,gct_committed_tx,key,rfa_committed_tx,wal_hit,olap_tx,wal_read_gib,cc_prepare_igc,cc_snapshot_restart,gct_write_gib,cc_ms_snapshotting,wal_miss_pct,wal_write_gib,cc_ms_committing,tx,cc_versions_space_removed,wal_hit_pct,cc_ms_gc,gct_rounds,wal_total,cc_ms_olap_tx,cc_ms_oltp_tx
0,3507758701511948899,0,0,0,0,0,0,0,0,0,0,0,561,23.3,0,0,0.0,76.7,0,0,0,0,3243,0,110,0,0,0.0,0,0,12.7,0,-nan,12.7,0,15559,162865,-nan,0,99,0.0,0,0
1,3507758701511948899,0,0,0,0,0,0,0,0,0,0,0,10219,13.9,0,0,0.4,85.7,0,0,0,0,115660,0,7136,0,0,0.0,0,0,0.5,0,-nan,0.6,0,292669,3105639,-nan,0,4,0.0,0,0
2,3507758701511948899,0,0,0,0,0,0,0,0,0,0,0,6501,15.5,0,0,0.2,84.2,0,0,0,0,306314,0,4487,0,0,0.0,0,0,0.4,0,-nan,0.4,0,191752,2165952,-nan,0,3,0.0,0,0
3,3507758701511948899,0,0,0,0,0,0,0,0,0,0,0,8057,19.0,0,0,0.2,80.8,0,0,0,0,197680,0,5846,0,0,0.0,0,0,0.5,0,-nan,0.5,0,235281,2544430,-nan,0,2,0.0,0,0
4,3507758701511948899,0,0,0,0,0,0,0,0,0,0,0,9081,18.4,0,0,0.3,81.4,0,0,0,0,183669,0,6410,0,0,0.0,0,0,0.4,0,-nan,0.6,0,261853,2681916,-nan,0,2,0.0,0,0
5,3507758701511948899,0,0,0,0,0,0,0,0,0,0,0,7301,19.1,0,0,0.3,80.7,0,0,0,0,269193,0,5219,0,0,0.0,0,0,0.5,0,-nan,0.4,0,211917,2481896,-nan,0,3,0.0,0,0
6,3507758701511948899,0,0,0,0,0,0,0,0,0,0,0,8387,19.2,0,0,0.3,80.5,0,0,0,0,194524,0,5994,0,0,0.0,0,0,0.6,0,-nan,0.5,0,247944,2523687,-nan,0,2,0.0,0,0
7,3507758701511948899,0,0,0,0,0,0,0,0,0,0,0,6737,19.0,0,0,0.2,80.7,0,0,0,0,191718,0,4869,0,0,0.0,0,0,0.4,0,-nan,0.4,0,195238,1993396,-nan,0,2,0.0,0,0
8,3507758701511948899,0,0,0,0,0,0,0,0,0,0,0,6794,18.8,0,0,0.3,80.9,0,0,0,0,190502,0,4753,0,0,0.0,0,0,0.4,0,-nan,0.4,0,194985,2172470,-nan,0,2,0.0,0,0
9,3507758701511948899,0,0,0,0,0,0,0,0,0,0,0,6547,18.4,0,0,0.3,81.3,0,0,0,0,194228,0,4566,0,0,0.0,0,0,0.4,0,-nan,0.4,0,188777,2057261,-nan,0,2,0.0,0,0
