t,c_hash,r_mib,w_mib,submit_ms,rounds,free_pct,touches,iterate_children_pct,space_usage_gib,key,space_usage_kib,p2_pct,allocate_ops,unswizzled,evicted_mib,consumed_pages,poll_pct,p3_pct,find_parent_pct,async_mb_ws,pc1,p1_pct,pc2,pc3
0,631999684067261430,0.0,0.0,0.0,574155357,65.1,0,0.0,19.8,0,20797440.0,0.0,5199360,0,0.0,5199361,0.0,0.0,0.0,0,0,100.0,0,0
1,631999684067261430,0.0,0.0,0.0,19509418,64.5,0,0.0,20.2,0,21148640.0,0.0,151057,0,0.0,5287160,0.0,0.0,0.0,0,0,100.0,0,0
2,631999684067261430,0.0,0.0,0.0,19618184,64.2,0,0.0,20.4,0,21369916.0,0.0,99522,0,0.0,5342482,0.0,0.0,0.0,0,0,100.0,0,0
3,631999684067261430,0.0,0.0,0.0,19533883,63.7,0,0.0,20.7,0,21678228.0,0.0,128075,0,0.0,5419557,0.0,0.0,0.0,0,0,100.0,0,0
4,631999684067261430,0.0,0.0,0.0,19600352,63.4,0,0.0,20.8,0,21842416.0,0.0,75973,0,0.0,5460599,0.0,0.0,0.0,0,0,100.0,0,0
5,631999684067261430,0.0,0.0,0.0,19610622,62.9,0,0.0,21.1,0,22132444.0,0.0,125719,0,0.0,5533113,0.0,0.0,0.0,0,0,100.0,0,0
6,631999684067261430,0.0,0.0,0.0,19681322,62.5,0,0.0,21.3,0,22373996.0,0.0,99694,0,0.0,5593499,0.0,0.0,0.0,0,0,100.0,0,0
7,631999684067261430,0.0,0.0,0.0,19554499,62.0,0,0.0,21.6,0,22652404.0,0.0,119159,0,0.0,5663101,0.0,0.0,0.0,0,0,100.0,0,0
8,631999684067261430,0.0,0.0,0.0,19589086,61.6,0,0.0,21.8,0,22893072.0,0.0,105443,0,0.0,5723268,0.0,0.0,0.0,0,0,100.0,0,0
9,631999684067261430,0.0,0.0,0.0,19570239,61.2,0,0.0,22.1,0,23146960.0,0.0,113091,0,0.0,5786743,0.0,0.0,0.0,0,0,100.0,0,0
10,631999684067261430,0.0,0.0,0.0,19629948,60.8,0,0.0,22.3,0,23413356.0,0.0,111773,0,0.0,5853339,0.0,0.0,0.0,0,0,100.0,0,0
11,631999684067261430,0.0,0.0,0.0,19592270,60.4,0,0.0,22.5,0,23640648.0,0.0,102681,0,0.0,5910166,0.0,0.0,0.0,0,0,100.0,0,0
12,631999684067261430,0.0,0.0,0.0,19621134,59.9,0,0.0,22.8,0,23933224.0,0.0,120965,0,0.0,5983306,0.0,0.0,0.0,0,0,100.0,0,0
13,631999684067261430,0.0,0.0,0.0,19611733,59.5,0,0.0,23.0,0,24132912.0,0.0,92547,0,0.0,6033229,0.0,0.0,0.0,0,0,100.0,0,0
14,631999684067261430,0.0,0.0,0.0,19594681,59.0,0,0.0,23.3,0,24441884.0,0.0,129956,0,0.0,6110471,0.0,0.0,0.0,0,0,100.0,0,0
15,631999684067261430,0.0,0.0,0.0,19633428,58.7,0,0.0,23.5,0,24621632.0,0.0,82043,0,0.0,6155412,0.0,0.0,0.0,0,0,100.0,0,0
16,631999684067261430,0.0,0.0,0.0,19577760,58.2,0,0.0,23.8,0,24931820.0,0.0,134231,0,0.0,6232959,0.0,0.0,0.0,0,0,100.0,0,0
17,631999684067261430,0.0,0.0,0.0,19650277,57.9,0,0.0,24.0,0,25132932.0,0.0,82255,0,0.0,6283233,0.0,0.0,0.0,0,0,100.0,0,0
18,631999684067261430,0.0,0.0,0.0,19520854,57.4,0,0.0,24.2,0,25425324.0,0.0,131805,0,0.0,6356331,0.0,0.0,0.0,0,0,100.0,0,0
19,631999684067261430,0.0,0.0,0.0,19357065,57.0,0,0.0,24.5,0,25660964.0,0.0,96190,0,0.0,6415241,0.0,0.0,0.0,0,0,100.0,0,0
20,631999684067261430,0.0,0.0,0.0,19548387,56.5,0,0.0,24.7,0,25931664.0,0.0,120316,0,0.0,6482923,0.0,0.0,0.0,0,0,100.0,0,0
21,631999684067261430,0.0,0.0,0.0,19627793,56.1,0,0.0,25.0,0,26185196.0,0.0,108191,0,0.0,6546299,0.0,0.0,0.0,0,0,100.0,0,0
22,631999684067261430,0.0,0.0,0.0,19604045,55.7,0,0.0,25.2,0,26416788.0,0.0,104882,0,0.0,6604201,0.0,0.0,0.0,0,0,100.0,0,0
23,631999684067261430,0.0,0.0,0.0,19644075,55.2,0,0.0,25.5,0,26707152.0,0.0,120433,0,0.0,6676788,0.0,0.0,0.0,0,0,100.0,0,0
24,631999684067261430,0.0,0.0,0.0,19580645,54.8,0,0.0,25.7,0,26948340.0,0.0,109919,0,0.0,6737086,0.0,0.0,0.0,0,0,100.0,0,0
25,631999684067261430,0.0,0.0,0.0,19650225,54.4,0,0.0,26.0,0,27228796.0,0.0,117562,0,0.0,6807199,0.0,0.0,0.0,0,0,100.0,0,0
26,631999684067261430,0.0,0.0,0.0,19617044,54.0,0,0.0,26.2,0,27456108.0,0.0,102159,0,0.0,6864032,0.0,0.0,0.0,0,0,100.0,0,0
27,631999684067261430,0.0,0.0,0.0,19622677,53.5,0,0.0,26.5,0,27756524.0,0.0,124750,0,0.0,6939131,0.0,0.0,0.0,0,0,100.0,0,0
28,631999684067261430,0.0,0.0,0.0,19635121,53.1,0,0.0,26.7,0,27952352.0,0.0,90094,0,0.0,6988087,0.0,0.0,0.0,0,0,100.0,0,0
29,631999684067261430,0.0,0.0,0.0,19600263,52.6,0,0.0,27.0,0,28273336.0,0.0,135063,0,0.0,7068335,0.0,0.0,0.0,0,0,100.0,0,0
30,631999684067261430,0.0,0.0,0.0,19631458,52.3,0,0.0,27.2,0,28478996.0,0.0,93309,0,0.0,7119751,0.0,0.0,0.0,0,0,100.0,0,0
31,631999684067261430,0.0,0.0,0.0,19606400,51.7,0,0.0,27.5,0,28795696.0,0.0,132340,0,0.0,7198925,0.0,0.0,0.0,0,0,100.0,0,0
32,631999684067261430,0.0,0.0,0.0,19650400,51.4,0,0.0,27.6,0,28989872.0,0.0,88954,0,0.0,7247470,0.0,0.0,0.0,0,0,100.0,0,0
33,631999684067261430,0.0,0.0,0.0,19606650,50.9,0,0.0,28.0,0,29317928.0,0.0,137521,0,0.0,7329482,0.0,0.0,0.0,0,0,100.0,0,0
34,631999684067261430,0.0,0.0,0.0,19647471,50.5,0,0.0,28.1,0,29509112.0,0.0,87598,0,0.0,7377280,0.0,0.0,0.0,0,0,100.0,0,0
35,631999684067261430,0.0,0.0,0.0,19586006,50.0,0,0.0,28.5,0,29833492.0,0.0,138664,0,0.0,7458373,0.0,0.0,0.0,0,0,100.0,0,0
36,631999684067261430,0.0,0.0,0.0,19666391,49.7,0,0.0,28.6,0,30028388.0,0.0,86165,0,0.0,7507099,0.0,0.0,0.0,0,0,100.0,0,0
37,631999684067261430,0.0,0.0,0.0,19579250,49.1,0,0.0,28.9,0,30347268.0,0.0,136803,0,0.0,7586818,0.0,0.0,0.0,0,0,100.0,0,0
38,631999684067261430,0.0,0.0,0.0,19669073,48.8,0,0.0,29.1,0,30541864.0,0.0,85797,0,0.0,7635464,0.0,0.0,0.0,0,0,100.0,0,0
39,631999684067261430,0.0,0.0,0.0,19319476,48.3,0,0.0,29.4,0,30861028.0,0.0,138181,0,0.0,7715258,0.0,0.0,0.0,0,0,100.0,0,0
40,631999684067261430,0.0,0.0,0.0,19685619,47.9,0,0.0,29.6,0,31065412.0,0.0,88676,0,0.0,7766352,0.0,0.0,0.0,0,0,100.0,0,0
41,631999684067261430,0.0,0.0,0.0,19593158,47.4,0,0.0,29.9,0,31367136.0,0.0,130526,0,0.0,7841782,0.0,0.0,0.0,0,0,100.0,0,0
42,631999684067261430,0.0,0.0,0.0,19695044,47.0,0,0.0,30.1,0,31593420.0,0.0,92774,0,0.0,7898355,0.0,0.0,0.0,0,0,100.0,0,0
43,631999684067261430,0.0,0.0,0.0,19549811,46.6,0,0.0,30.4,0,31862756.0,0.0,121441,0,0.0,7965691,0.0,0.0,0.0,0,0,100.0,0,0
44,631999684067261430,0.0,0.0,0.0,19662281,46.2,0,0.0,30.6,0,32122500.0,0.0,107418,0,0.0,8030625,0.0,0.0,0.0,0,0,100.0,0,0
45,631999684067261430,0.0,0.0,0.0,19572084,45.7,0,0.0,30.9,0,32361452.0,0.0,108132,0,0.0,8090366,0.0,0.0,0.0,0,0,100.0,0,0
46,631999684067261430,0.0,0.0,0.0,19601068,45.3,0,0.0,31.1,0,32639800.0,0.0,119197,0,0.0,8159953,0.0,0.0,0.0,0,0,100.0,0,0
47,631999684067261430,0.0,0.0,0.0,19672572,45.0,0,0.0,31.3,0,32828212.0,0.0,83888,0,0.0,8207056,0.0,0.0,0.0,0,0,100.0,0,0
48,631999684067261430,0.0,0.0,0.0,19561375,44.5,0,0.0,31.6,0,33135208.0,0.0,133045,0,0.0,8283800,0.0,0.0,0.0,0,0,100.0,0,0
49,631999684067261430,0.0,0.0,0.0,19666712,44.1,0,0.0,31.8,0,33358536.0,0.0,92194,0,0.0,8339634,0.0,0.0,0.0,0,0,100.0,0,0
50,631999684067261430,0.0,0.0,0.0,19518196,43.6,0,0.0,32.1,0,33638684.0,0.0,126393,0,0.0,8409670,0.0,0.0,0.0,0,0,100.0,0,0
51,631999684067261430,0.0,0.0,0.0,19672451,43.2,0,0.0,32.3,0,33884008.0,0.0,100394,0,0.0,8471002,0.0,0.0,0.0,0,0,100.0,0,0
52,631999684067261430,0.0,0.0,0.0,19500113,42.7,0,0.0,32.6,0,34159580.0,0.0,124899,0,0.0,8539895,0.0,0.0,0.0,0,0,100.0,0,0
53,631999684067261430,0.0,0.0,0.0,19549940,42.3,0,0.0,32.8,0,34406792.0,0.0,102787,0,0.0,8601698,0.0,0.0,0.0,0,0,100.0,0,0
54,631999684067261430,0.0,0.0,0.0,19514483,41.9,0,0.0,33.1,0,34679584.0,0.0,122575,0,0.0,8669896,0.0,0.0,0.0,0,0,100.0,0,0
55,631999684067261430,0.0,0.0,0.0,19647806,41.4,0,0.0,33.3,0,34927160.0,0.0,103360,0,0.0,8731790,0.0,0.0,0.0,0,0,100.0,0,0
56,631999684067261430,0.0,0.0,0.0,19559666,41.0,0,0.0,33.6,0,35181528.0,0.0,111839,0,0.0,8795385,0.0,0.0,0.0,0,0,100.0,0,0
57,631999684067261430,0.0,0.0,0.0,19618100,40.6,0,0.0,33.8,0,35449680.0,0.0,113300,0,0.0,8862420,0.0,0.0,0.0,0,0,100.0,0,0
58,631999684067261430,0.0,0.0,0.0,19412164,40.2,0,0.0,34.0,0,35686316.0,0.0,107863,0,0.0,8921584,0.0,0.0,0.0,0,0,100.0,0,0
59,631999684067261430,0.0,0.0,0.0,19368846,39.7,0,0.0,34.3,0,35975384.0,0.0,119882,0,0.0,8993846,0.0,0.0,0.0,0,0,100.0,0,0
60,631999684067261430,0.0,0.0,0.0,19361661,39.3,0,0.0,34.5,0,36213836.0,0.0,108265,0,0.0,9053461,0.0,0.0,0.0,0,0,100.0,0,0
61,631999684067261430,0.0,0.0,0.0,19381432,38.8,0,0.0,34.8,0,36496576.0,0.0,118809,0,0.0,9124144,0.0,0.0,0.0,0,0,100.0,0,0
62,631999684067261430,0.0,0.0,0.0,19411603,38.5,0,0.0,35.0,0,36699092.0,0.0,91986,0,0.0,9174775,0.0,0.0,0.0,0,0,100.0,0,0
63,631999684067261430,0.0,0.0,0.0,19362399,37.9,0,0.0,35.3,0,37019532.0,0.0,135153,0,0.0,9254883,0.0,0.0,0.0,0,0,100.0,0,0
64,631999684067261430,0.0,0.0,0.0,19448944,37.6,0,0.0,35.5,0,37220756.0,0.0,90749,0,0.0,9305191,0.0,0.0,0.0,0,0,100.0,0,0
65,631999684067261430,0.0,0.0,0.0,19296448,37.1,0,0.0,35.8,0,37538564.0,0.0,134265,0,0.0,9384645,0.0,0.0,0.0,0,0,100.0,0,0
66,631999684067261430,0.0,0.0,0.0,19506351,36.8,0,0.0,36.0,0,37723776.0,0.0,83128,0,0.0,9430943,0.0,0.0,0.0,0,0,100.0,0,0
67,631999684067261430,0.0,0.0,0.0,19368304,36.2,0,0.0,36.3,0,38047532.0,0.0,140174,0,0.0,9511882,0.0,0.0,0.0,0,0,100.0,0,0
68,631999684067261430,0.0,0.0,0.0,19516387,35.9,0,0.0,36.5,0,38246080.0,0.0,86619,0,0.0,9561521,0.0,0.0,0.0,0,0,100.0,0,0
69,631999684067261430,0.0,0.0,0.0,19371372,35.4,0,0.0,36.8,0,38553096.0,0.0,133423,0,0.0,9638281,0.0,0.0,0.0,0,0,100.0,0,0
70,631999684067261430,0.0,0.0,0.0,19558240,35.0,0,0.0,37.0,0,38772504.0,0.0,90132,0,0.0,9693126,0.0,0.0,0.0,0,0,100.0,0,0
71,631999684067261430,0.0,0.0,0.0,19313406,34.5,0,0.0,37.3,0,39060484.0,0.0,130408,0,0.0,9765125,0.0,0.0,0.0,0,0,100.0,0,0
72,631999684067261430,0.0,0.0,0.0,19652082,34.1,0,0.0,37.5,0,39296300.0,0.0,97211,0,0.0,9824075,0.0,0.0,0.0,0,0,100.0,0,0
73,631999684067261430,0.0,0.0,0.0,19309489,33.6,0,0.0,37.7,0,39583128.0,0.0,120759,0,0.0,9895781,0.0,0.0,0.0,0,0,100.0,0,0
74,631999684067261430,0.0,0.0,0.0,19640009,33.2,0,0.0,38.0,0,39823664.0,0.0,108227,0,0.0,9955916,0.0,0.0,0.0,0,0,100.0,0,0
75,631999684067261430,0.0,0.0,0.0,19615646,32.9,0,0.0,38.2,0,40041664.0,0.0,99350,0,0.0,10010421,0.0,0.0,0.0,0,0,100.0,0,0
76,631999684067261430,0.0,0.0,0.0,19628365,32.4,0,0.0,38.5,0,40334044.0,0.0,125511,0,0.0,10083514,0.0,0.0,0.0,0,0,100.0,0,0
