t,c_hash,r_mib,w_mib,submit_ms,rounds,free_pct,touches,iterate_children_pct,space_usage_gib,key,space_usage_kib,p2_pct,allocate_ops,unswizzled,evicted_mib,consumed_pages,poll_pct,p3_pct,find_parent_pct,async_mb_ws,pc1,p1_pct,pc2,pc3
0,13302725642600765300,0.0,0.0,0.0,538857687,65.2,0,0.0,19.8,0,20780116.0,0.0,5195029,0,0.0,5195031,0.0,0.0,0.0,0,0,100.0,0,0
1,13302725642600765300,0.0,0.0,0.0,19483935,64.2,0,0.0,20.4,0,21345508.0,0.0,228629,0,0.0,5336377,0.0,0.0,0.0,0,0,100.0,0,0
2,13302725642600765300,0.0,0.0,0.0,18641838,64.2,0,0.0,20.3,0,21327708.0,0.0,9341,0,0.0,5331915,0.0,0.0,0.0,0,0,100.0,0,0
3,13302725642600765300,0.0,0.0,0.0,19096902,63.6,0,0.0,20.7,0,21741428.0,0.0,165638,0,0.0,5435357,0.0,0.0,0.0,0,0,100.0,0,0
4,13302725642600765300,0.0,0.0,0.0,19722460,63.1,0,0.0,21.0,0,21996064.0,0.0,121952,0,0.0,5499016,0.0,0.0,0.0,0,0,100.0,0,0
5,13302725642600765300,0.0,0.0,0.0,19255652,62.6,0,0.0,21.3,0,22292796.0,0.0,128589,0,0.0,5573202,0.0,0.0,0.0,0,0,100.0,0,0
6,13302725642600765300,0.0,0.0,0.0,19118511,62.2,0,0.0,21.5,0,22567268.0,0.0,115939,0,0.0,5641822,0.0,0.0,0.0,0,0,100.0,0,0
7,13302725642600765300,0.0,0.0,0.0,18522148,61.7,0,0.0,21.8,0,22834896.0,0.0,105122,0,0.0,5708724,0.0,0.0,0.0,0,0,100.0,0,0
8,13302725642600765300,0.0,0.0,0.0,19805679,61.3,0,0.0,22.0,0,23090768.0,0.0,107388,0,0.0,5772692,0.0,0.0,0.0,0,0,100.0,0,0
9,13302725642600765300,0.0,0.0,0.0,19691798,61.0,0,0.0,22.2,0,23289324.0,0.0,80287,0,0.0,5822331,0.0,0.0,0.0,0,0,100.0,0,0
10,13302725642600765300,0.0,0.0,0.0,20054623,60.3,0,0.0,22.6,0,23697652.0,0.0,179987,0,0.0,5924416,0.0,0.0,0.0,0,0,100.0,0,0
11,13302725642600765300,0.0,0.0,0.0,19855740,60.1,0,0.0,22.7,0,23796192.0,0.0,63607,0,0.0,5949051,0.0,0.0,0.0,0,0,100.0,0,0
12,13302725642600765300,0.0,0.0,0.0,18260799,59.6,0,0.0,23.0,0,24113324.0,0.0,120226,0,0.0,6028331,0.0,0.0,0.0,0,0,100.0,0,0
13,13302725642600765300,0.0,0.0,0.0,19003661,59.1,0,0.0,23.3,0,24379816.0,0.0,133262,0,0.0,6094962,0.0,0.0,0.0,0,0,100.0,0,0
14,13302725642600765300,0.0,0.0,0.0,18391987,58.9,0,0.0,23.4,0,24530588.0,0.0,48244,0,0.0,6132647,0.0,0.0,0.0,0,0,100.0,0,0
15,13302725642600765300,0.0,0.0,0.0,19465745,58.2,0,0.0,23.8,0,24945564.0,0.0,182562,0,0.0,6236391,0.0,0.0,0.0,0,0,100.0,0,0
16,13302725642600765300,0.0,0.0,0.0,19274397,58.1,0,0.0,23.9,0,25012132.0,0.0,42939,0,0.0,6253034,0.0,0.0,0.0,0,0,100.0,0,0
17,13302725642600765300,0.0,0.0,0.0,18808717,57.5,0,0.0,24.2,0,25377120.0,0.0,142740,0,0.0,6344280,0.0,0.0,0.0,0,0,100.0,0,0
18,13302725642600765300,0.0,0.0,0.0,18536623,57.1,0,0.0,24.4,0,25606888.0,0.0,116472,0,0.0,6401729,0.0,0.0,0.0,0,0,100.0,0,0
19,13302725642600765300,0.0,0.0,0.0,18241323,56.8,0,0.0,24.6,0,25795324.0,0.0,63968,0,0.0,6448831,0.0,0.0,0.0,0,0,100.0,0,0
20,13302725642600765300,0.0,0.0,0.0,19467163,56.0,0,0.0,25.0,0,26228540.0,0.0,188797,0,0.0,6557135,0.0,0.0,0.0,0,0,100.0,0,0
21,13302725642600765300,0.0,0.0,0.0,19796052,55.7,0,0.0,25.2,0,26428524.0,0.0,94587,0,0.0,6607133,0.0,0.0,0.0,0,0,100.0,0,0
22,13302725642600765300,0.0,0.0,0.0,18862910,55.3,0,0.0,25.5,0,26686376.0,0.0,95938,0,0.0,6671594,0.0,0.0,0.0,0,0,100.0,0,0
23,13302725642600765300,0.0,0.0,0.0,19098798,54.8,0,0.0,25.7,0,26968124.0,0.0,119086,0,0.0,6742031,0.0,0.0,0.0,0,0,100.0,0,0
24,13302725642600765300,0.0,0.0,0.0,18990856,54.5,0,0.0,25.9,0,27114652.0,0.0,66689,0,0.0,6778663,0.0,0.0,0.0,0,0,100.0,0,0
25,13302725642600765300,0.0,0.0,0.0,19709746,53.9,0,0.0,26.2,0,27511636.0,0.0,179950,0,0.0,6877910,0.0,0.0,0.0,0,0,100.0,0,0
26,13302725642600765300,0.0,0.0,0.0,19176643,53.9,0,0.0,26.2,0,27496084.0,0.0,9241,0,0.0,6874026,0.0,0.0,0.0,0,0,100.0,0,0
27,13302725642600765300,0.0,0.0,0.0,18559483,53.2,0,0.0,26.6,0,27928908.0,0.0,176391,0,0.0,6982227,0.0,0.0,0.0,0,0,100.0,0,0
28,13302725642600765300,0.0,0.0,0.0,18303415,52.8,0,0.0,26.9,0,28165916.0,0.0,117080,0,0.0,7041484,0.0,0.0,0.0,0,0,100.0,0,0
29,13302725642600765300,0.0,0.0,0.0,17319642,52.5,0,0.0,27.0,0,28337048.0,0.0,61622,0,0.0,7084262,0.0,0.0,0.0,0,0,100.0,0,0
30,13302725642600765300,0.0,0.0,0.0,19293712,51.8,0,0.0,27.4,0,28762044.0,0.0,181094,0,0.0,7190511,0.0,0.0,0.0,0,0,100.0,0,0
31,13302725642600765300,0.0,0.0,0.0,19947359,51.5,0,0.0,27.6,0,28906424.0,0.0,78435,0,0.0,7226612,0.0,0.0,0.0,0,0,100.0,0,0
32,13302725642600765300,0.0,0.0,0.0,18351777,51.1,0,0.0,27.8,0,29189664.0,0.0,107083,0,0.0,7297416,0.0,0.0,0.0,0,0,100.0,0,0
33,13302725642600765300,0.0,0.0,0.0,18087904,50.4,0,0.0,28.2,0,29564748.0,0.0,167418,0,0.0,7391191,0.0,0.0,0.0,0,0,100.0,0,0
34,13302725642600765300,0.0,0.0,0.0,18383470,50.4,0,0.0,28.2,0,29607996.0,0.0,10810,0,0.0,7401999,0.0,0.0,0.0,0,0,100.0,0,0
35,13302725642600765300,0.0,0.0,0.0,19916164,49.7,0,0.0,28.6,0,30021472.0,0.0,183096,0,0.0,7505368,0.0,0.0,0.0,0,0,100.0,0,0
36,13302725642600765300,0.0,0.0,0.0,20360638,49.3,0,0.0,28.8,0,30226976.0,0.0,102246,0,0.0,7556749,0.0,0.0,0.0,0,0,100.0,0,0
37,13302725642600765300,0.0,0.0,0.0,18550058,48.9,0,0.0,29.0,0,30457212.0,0.0,79606,0,0.0,7614303,0.0,0.0,0.0,0,0,100.0,0,0
38,13302725642600765300,0.0,0.0,0.0,19571901,48.3,0,0.0,29.4,0,30862788.0,0.0,185465,0,0.0,7715697,0.0,0.0,0.0,0,0,100.0,0,0
39,13302725642600765300,0.0,0.0,0.0,20261198,48.1,0,0.0,29.5,0,30964920.0,0.0,62070,0,0.0,7741235,0.0,0.0,0.0,0,0,100.0,0,0
40,13302725642600765300,0.0,0.0,0.0,18664454,47.6,0,0.0,29.8,0,31285672.0,0.0,122409,0,0.0,7821418,0.0,0.0,0.0,0,0,100.0,0,0
41,13302725642600765300,0.0,0.0,0.0,19269719,47.0,0,0.0,30.1,0,31588672.0,0.0,147929,0,0.0,7897165,0.0,0.0,0.0,0,0,100.0,0,0
42,13302725642600765300,0.0,0.0,0.0,18485707,46.9,0,0.0,30.2,0,31682672.0,0.0,28659,0,0.0,7920668,0.0,0.0,0.0,0,0,100.0,0,0
43,13302725642600765300,0.0,0.0,0.0,18853895,46.2,0,0.0,30.6,0,32109500.0,0.0,184202,0,0.0,8027375,0.0,0.0,0.0,0,0,100.0,0,0
44,13302725642600765300,0.0,0.0,0.0,18631205,45.8,0,0.0,30.9,0,32353456.0,0.0,106116,0,0.0,8088367,0.0,0.0,0.0,0,0,100.0,0,0
45,13302725642600765300,0.0,0.0,0.0,18746875,45.5,0,0.0,31.0,0,32534652.0,0.0,74634,0,0.0,8133663,0.0,0.0,0.0,0,0,100.0,0,0
46,13302725642600765300,0.0,0.0,0.0,19361514,44.9,0,0.0,31.3,0,32844828.0,0.0,152613,0,0.0,8211213,0.0,0.0,0.0,0,0,100.0,0,0
47,13302725642600765300,0.0,0.0,0.0,18032935,44.8,0,0.0,31.4,0,32940812.0,0.0,27862,0,0.0,8235203,0.0,0.0,0.0,0,0,100.0,0,0
48,13302725642600765300,0.0,0.0,0.0,19720284,44.1,0,0.0,31.8,0,33355552.0,0.0,180298,0,0.0,8338888,0.0,0.0,0.0,0,0,100.0,0,0
49,13302725642600765300,0.0,0.0,0.0,18001962,43.9,0,0.0,31.9,0,33478056.0,0.0,68036,0,0.0,8369518,0.0,0.0,0.0,0,0,100.0,0,0
50,13302725642600765300,0.0,0.0,0.0,17551908,43.4,0,0.0,32.2,0,33772124.0,0.0,111691,0,0.0,8443031,0.0,0.0,0.0,0,0,100.0,0,0
51,13302725642600765300,0.0,0.0,0.0,18287962,42.8,0,0.0,32.6,0,34134532.0,0.0,162498,0,0.0,8533635,0.0,0.0,0.0,0,0,100.0,0,0
52,13302725642600765300,0.0,0.0,0.0,19390720,42.6,0,0.0,32.6,0,34219256.0,0.0,21180,0,0.0,8554814,0.0,0.0,0.0,0,0,100.0,0,0
53,13302725642600765300,0.0,0.0,0.0,19634886,42.0,0,0.0,33.0,0,34614920.0,0.0,186359,0,0.0,8653730,0.0,0.0,0.0,0,0,100.0,0,0
54,13302725642600765300,0.0,0.0,0.0,17880349,41.8,0,0.0,33.1,0,34697996.0,0.0,49814,0,0.0,8674507,0.0,0.0,0.0,0,0,100.0,0,0
55,13302725642600765300,0.0,0.0,0.0,19115151,41.1,0,0.0,33.5,0,35130972.0,0.0,169537,0,0.0,8782743,0.0,0.0,0.0,0,0,100.0,0,0
56,13302725642600765300,0.0,0.0,0.0,18208754,41.0,0,0.0,33.6,0,35210248.0,0.0,51713,0,0.0,8802565,0.0,0.0,0.0,0,0,100.0,0,0
57,13302725642600765300,0.0,0.0,0.0,19099178,40.2,0,0.0,34.0,0,35666836.0,0.0,175146,0,0.0,8916709,0.0,0.0,0.0,0,0,100.0,0,0
58,13302725642600765300,0.0,0.0,0.0,18937884,40.2,0,0.0,34.0,0,35690528.0,0.0,32547,0,0.0,8922637,0.0,0.0,0.0,0,0,100.0,0,0
59,13302725642600765300,0.0,0.0,0.0,19299305,39.4,0,0.0,34.5,0,36129248.0,0.0,175752,0,0.0,9032312,0.0,0.0,0.0,0,0,100.0,0,0
60,13302725642600765300,0.0,0.0,0.0,19798495,39.1,0,0.0,34.6,0,36322564.0,0.0,95033,0,0.0,9080646,0.0,0.0,0.0,0,0,100.0,0,0
61,13302725642600765300,0.0,0.0,0.0,18388834,38.7,0,0.0,34.9,0,36574576.0,0.0,97377,0,0.0,9143644,0.0,0.0,0.0,0,0,100.0,0,0
62,13302725642600765300,0.0,0.0,0.0,19886797,38.1,0,0.0,35.2,0,36902680.0,0.0,163251,0,0.0,9225672,0.0,0.0,0.0,0,0,100.0,0,0
63,13302725642600765300,0.0,0.0,0.0,19206029,37.8,0,0.0,35.4,0,37094124.0,0.0,80550,0,0.0,9273541,0.0,0.0,0.0,0,0,100.0,0,0
64,13302725642600765300,0.0,0.0,0.0,19115100,37.2,0,0.0,35.7,0,37458772.0,0.0,143569,0,0.0,9364693,0.0,0.0,0.0,0,0,100.0,0,0
