t,c_hash,r_mib,w_mib,submit_ms,rounds,free_pct,touches,iterate_children_pct,space_usage_gib,key,space_usage_kib,p2_pct,allocate_ops,unswizzled,evicted_mib,consumed_pages,poll_pct,p3_pct,find_parent_pct,async_mb_ws,pc1,p1_pct,pc2,pc3
0,14224295287071802406,0.0,0.0,0.0,449251570,65.2,0,0.0,19.8,0,20777264.0,0.0,5194317,0,0.0,5194321,0.0,0.0,0.0,0,0,100.0,0,0
1,14224295287071802406,0.0,0.0,0.0,18881279,64.7,0,0.0,20.1,0,21085308.0,0.0,134962,0,0.0,5271331,0.0,0.0,0.0,0,0,100.0,0,0
2,14224295287071802406,0.0,0.0,0.0,18920370,64.2,0,0.0,20.4,0,21364584.0,0.0,114241,0,0.0,5341146,0.0,0.0,0.0,0,0,100.0,0,0
3,14224295287071802406,0.0,0.0,0.0,19299851,63.6,0,0.0,20.7,0,21700896.0,0.0,144900,0,0.0,5425224,0.0,0.0,0.0,0,0,100.0,0,0
4,14224295287071802406,0.0,0.0,0.0,19775362,63.1,0,0.0,21.0,0,22039420.0,0.0,145144,0,0.0,5509855,0.0,0.0,0.0,0,0,100.0,0,0
5,14224295287071802406,0.0,0.0,0.0,19766219,62.5,0,0.0,21.3,0,22376244.0,0.0,144814,0,0.0,5594061,0.0,0.0,0.0,0,0,100.0,0,0
6,14224295287071802406,0.0,0.0,0.0,19761057,61.9,0,0.0,21.7,0,22713304.0,0.0,144122,0,0.0,5678328,0.0,0.0,0.0,0,0,100.0,0,0
7,14224295287071802406,0.0,0.0,0.0,19833363,61.5,0,0.0,21.9,0,22967584.0,0.0,115861,0,0.0,5741894,0.0,0.0,0.0,0,0,100.0,0,0
8,14224295287071802406,0.0,0.0,0.0,18896574,61.0,0,0.0,22.2,0,23264236.0,0.0,117263,0,0.0,5816059,0.0,0.0,0.0,0,0,100.0,0,0
9,14224295287071802406,0.0,0.0,0.0,19506839,60.4,0,0.0,22.5,0,23595080.0,0.0,143831,0,0.0,5898771,0.0,0.0,0.0,0,0,100.0,0,0
10,14224295287071802406,0.0,0.0,0.0,19023818,60.1,0,0.0,22.7,0,23803244.0,0.0,99008,0,0.0,5950811,0.0,0.0,0.0,0,0,100.0,0,0
11,14224295287071802406,0.0,0.0,0.0,18915533,59.7,0,0.0,22.9,0,24057996.0,0.0,104025,0,0.0,6014499,0.0,0.0,0.0,0,0,100.0,0,0
12,14224295287071802406,0.0,0.0,0.0,19068370,59.1,0,0.0,23.3,0,24394128.0,0.0,144593,0,0.0,6098532,0.0,0.0,0.0,0,0,100.0,0,0
13,14224295287071802406,0.0,0.0,0.0,19522048,58.5,0,0.0,23.6,0,24729104.0,0.0,144274,0,0.0,6182276,0.0,0.0,0.0,0,0,100.0,0,0
14,14224295287071802406,0.0,0.0,0.0,18633071,58.0,0,0.0,23.9,0,25063072.0,0.0,144687,0,0.0,6265768,0.0,0.0,0.0,0,0,100.0,0,0
15,14224295287071802406,0.0,0.0,0.0,19786499,57.5,0,0.0,24.2,0,25356172.0,0.0,131899,0,0.0,6339046,0.0,0.0,0.0,0,0,100.0,0,0
16,14224295287071802406,0.0,0.0,0.0,18838395,57.1,0,0.0,24.4,0,25609724.0,0.0,99717,0,0.0,6402431,0.0,0.0,0.0,0,0,100.0,0,0
17,14224295287071802406,0.0,0.0,0.0,19084465,56.5,0,0.0,24.7,0,25950600.0,0.0,144843,0,0.0,6487650,0.0,0.0,0.0,0,0,100.0,0,0
18,14224295287071802406,0.0,0.0,0.0,19264231,56.1,0,0.0,25.0,0,26176824.0,0.0,109243,0,0.0,6544206,0.0,0.0,0.0,0,0,100.0,0,0
19,14224295287071802406,0.0,0.0,0.0,18939001,55.7,0,0.0,25.2,0,26403516.0,0.0,92208,0,0.0,6600879,0.0,0.0,0.0,0,0,100.0,0,0
20,14224295287071802406,0.0,0.0,0.0,18832203,55.2,0,0.0,25.5,0,26739628.0,0.0,144767,0,0.0,6684907,0.0,0.0,0.0,0,0,100.0,0,0
21,14224295287071802406,0.0,0.0,0.0,19477192,54.6,0,0.0,25.8,0,27074712.0,0.0,144718,0,0.0,6768678,0.0,0.0,0.0,0,0,100.0,0,0
22,14224295287071802406,0.0,0.0,0.0,19483921,54.0,0,0.0,26.1,0,27412328.0,0.0,144639,0,0.0,6853082,0.0,0.0,0.0,0,0,100.0,0,0
23,14224295287071802406,0.0,0.0,0.0,19479863,53.5,0,0.0,26.5,0,27742228.0,0.0,143090,0,0.0,6935558,0.0,0.0,0.0,0,0,100.0,0,0
24,14224295287071802406,0.0,0.0,0.0,18748270,53.1,0,0.0,26.7,0,27947464.0,0.0,94294,0,0.0,6986875,0.0,0.0,0.0,0,0,100.0,0,0
25,14224295287071802406,0.0,0.0,0.0,18850761,52.6,0,0.0,27.0,0,28296316.0,0.0,139089,0,0.0,7074079,0.0,0.0,0.0,0,0,100.0,0,0
26,14224295287071802406,0.0,0.0,0.0,19240856,52.1,0,0.0,27.2,0,28548228.0,0.0,120264,0,0.0,7137055,0.0,0.0,0.0,0,0,100.0,0,0
27,14224295287071802406,0.0,0.0,0.0,18923604,51.8,0,0.0,27.4,0,28760848.0,0.0,91552,0,0.0,7190218,0.0,0.0,0.0,0,0,100.0,0,0
28,14224295287071802406,0.0,0.0,0.0,18861203,51.2,0,0.0,27.7,0,29087660.0,0.0,134647,0,0.0,7271915,0.0,0.0,0.0,0,0,100.0,0,0
