Loading TPC-C
TPC-C loaded - consumed space in GiB = 19.6555
Warehouse pages = 8
+-----+------------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+
| t   | OLTP TX    | RF %     | Abort%   | OLAP TX  | W MiB    | R MiB    | Instrs/- | Cycles/- | CPUs     | L1/TX    | LLC/TX   | GHz      | WAL      | GCT      | Space G  | GCT      |
|     |            |          |          |          |          |          | TX       | TX       |          |          |          |          | GiB/s    | GiB/s    |          | Rounds   |
| 0   | 73813      | 99.9986- | 4.747587 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 120.000- | 12.8     | 12.7     | 19.8     | 844      |
| 1   | 349316     | 100.000- | 4.754686 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 120.000- | 0.7      | 0.7      | 20.5     | 2        |
| 2   | 434204     | 100.000- | 6.576586 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 120.000- | 0.9      | 0.6      | 20.8     | 1        |
| 3   | 267652     | 97.6118- | 6.516713 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 120.000- | 0.6      | 0.6      | 21.1     | 1        |
| 4   | 273489     | 97.4554- | 6.299593 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 120.000- | 0.6      | 0.6      | 21.5     | 1        |
| 5   | 283280     | 97.4925- | 6.354648 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 120.000- | 0.6      | 0.6      | 21.8     | 1        |
| 6   | 270423     | 97.4406- | 6.898689 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 120.000- | 0.6      | 0.6      | 22.2     | 1        |
| 7   | 284047     | 97.4856- | 6.295319 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 120.000- | 0.6      | 0.6      | 22.5     | 1        |
| 8   | 257931     | 97.4880- | 6.490837 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 120.000- | 0.5      | 0.6      | 22.9     | 1        |
