Loading TPC-C
TPC-C loaded - consumed space in GiB = 19.6701
Warehouse pages = 8
+-----+------------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+
| t   | OLTP TX    | RF %     | Abort%   | OLAP TX  | W MiB    | R MiB    | Instrs/- | Cycles/- | CPUs     | L1/TX    | LLC/TX   | GHz      | WAL      | GCT      | Space G  | GCT      |
|     |            |          |          |          |          |          | TX       | TX       |          |          |          |          | GiB/s    | GiB/s    |          | Rounds   |
| 0   | 6598       | 99.8939- | 2.309742 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 30.0000- | 12.7     | 12.7     | 19.8     | 955      |
| 1   | 287703     | 98.2954- | 2.420966 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 30.0000- | 0.6      | 0.5      | 20.1     | 4        |
| 2   | 219190     | 97.4802- | 2.435225 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 30.0000- | 0.5      | 0.4      | 20.4     | 3        |
| 3   | 211718     | 97.5132- | 2.404418 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 30.0000- | 0.4      | 0.6      | 20.7     | 4        |
| 4   | 235777     | 97.5824- | 2.493321 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 30.0000- | 0.5      | 0.4      | 20.9     | 3        |
| 5   | 233745     | 97.5250- | 2.434698 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 30.0000- | 0.5      | 0.4      | 21.2     | 3        |
| 6   | 206916     | 97.4840- | 2.397653 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 30.0000- | 0.4      | 0.4      | 21.5     | 3        |
| 7   | 225125     | 97.5111- | 2.482500 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 30.0000- | 0.5      | 0.6      | 21.7     | 4        |
| 8   | 244778     | 97.4421- | 2.466450 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 30.0000- | 0.5      | 0.4      | 22.0     | 3        |
| 9   | 211432     | 97.3381- | 2.415249 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 30.0000- | 0.4      | 0.4      | 22.3     | 3        |
| 10  | 210933     | 97.4973- | 2.430303 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 30.0000- | 0.4      | 0.6      | 22.5     | 4        |
| 11  | 244377     | 97.4465- | 2.403792 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 30.0000- | 0.5      | 0.4      | 22.8     | 3        |
| 12  | 221564     | 97.4323- | 2.428670 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 30.0000- | 0.5      | 0.4      | 23.0     | 3        |
| 13  | 201180     | 97.4003- | 2.391453 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 30.0000- | 0.4      | 0.4      | 23.3     | 3        |
| 14  | 237953     | 97.4663- | 2.390270 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 30.0000- | 0.5      | 0.6      | 23.5     | 4        |
| 15  | 230644     | 97.4618- | 2.430316 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 30.0000- | 0.5      | 0.4      | 23.8     | 3        |
| 16  | 206343     | 97.4159- | 2.400458 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 30.0000- | 0.4      | 0.4      | 24.1     | 3        |
| 17  | 225531     | 97.4371- | 2.473503 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 30.0000- | 0.5      | 0.6      | 24.3     | 4        |
| 18  | 230234     | 97.5937- | 2.441567 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 30.0000- | 0.5      | 0.4      | 24.6     | 3        |
| 19  | 219556     | 97.4639- | 2.431264 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 30.0000- | 0.5      | 0.4      | 24.9     | 3        |
| 20  | 211235     | 97.5165- | 2.364676 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 30.0000- | 0.4      | 0.6      | 25.1     | 4        |
| 21  | 229975     | 97.4697- | 2.402020 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 30.0000- | 0.5      | 0.4      | 25.4     | 3        |
| 22  | 233990     | 97.4058- | 2.411051 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 30.0000- | 0.5      | 0.4      | 25.7     | 3        |
| 23  | 204097     | 97.3042- | 2.477984 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 30.0000- | 0.4      | 0.4      | 25.9     | 3        |
| 24  | 221167     | 97.5407- | 2.481966 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 30.0000- | 0.5      | 0.6      | 26.1     | 4        |
| 25  | 244747     | 97.4271- | 2.449261 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 30.0000- | 0.5      | 0.4      | 26.4     | 3        |
| 26  | 209736     | 97.3233- | 2.400707 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 30.0000- | 0.4      | 0.4      | 26.7     | 3        |
| 27  | 207346     | 97.5036- | 2.413931 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 30.0000- | 0.4      | 0.6      | 26.9     | 4        |
| 28  | 246419     | 97.4819- | 2.484012 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 30.0000- | 0.5      | 0.4      | 27.2     | 3        |
| 29  | 220916     | 97.5791- | 2.452853 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 30.0000- | 0.5      | 0.4      | 27.5     | 3        |
| 30  | 199968     | 97.5226- | 2.414648 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 30.0000- | 0.4      | 0.4      | 27.7     | 3        |
| 31  | 239030     | 97.4655- | 2.457836 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 30.0000- | 0.5      | 0.6      | 28.0     | 4        |
| 32  | 228324     | 97.3563- | 2.431062 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 30.0000- | 0.5      | 0.4      | 28.2     | 3        |
| 33  | 207787     | 97.5455- | 2.422680 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 30.0000- | 0.4      | 0.4      | 28.5     | 3        |
| 34  | 226051     | 97.3585- | 2.461220 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 30.0000- | 0.5      | 0.6      | 28.8     | 4        |
| 35  | 227596     | 97.5487- | 2.424845 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 30.0000- | 0.5      | 0.4      | 29.0     | 3        |
| 36  | 221633     | 97.4963- | 2.428792 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 30.0000- | 0.5      | 0.4      | 29.3     | 3        |
| 37  | 212909     | 97.5679- | 2.454792 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 30.0000- | 0.5      | 0.6      | 29.5     | 4        |
| 38  | 226909     | 97.4024- | 2.471009 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 30.0000- | 0.5      | 0.4      | 29.8     | 3        |
| 39  | 234439     | 97.3942- | 2.500302 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 30.0000- | 0.5      | 0.4      | 30.1     | 3        |
| 40  | 207038     | 97.3193- | 2.422954 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 30.0000- | 0.4      | 0.4      | 30.3     | 3        |
