t,c_hash,r_mib,w_mib,submit_ms,rounds,free_pct,touches,iterate_children_pct,space_usage_gib,key,space_usage_kib,p2_pct,allocate_ops,unswizzled,evicted_mib,consumed_pages,poll_pct,p3_pct,find_parent_pct,async_mb_ws,pc1,p1_pct,pc2,pc3
0,14860617403089658233,0.0,0.0,0.0,3277227715,64.3,0,0.0,20.3,0,21283476.0,0.0,5320881,0,0.0,5320869,0.0,0.0,0.0,0,0,100.0,0,0
1,14860617403089658233,0.0,0.0,0.0,21034099,64.3,0,0.0,20.3,0,21291724.0,0.0,6477,0,0.0,5322931,0.0,0.0,0.0,0,0,100.0,0,0
2,14860617403089658233,0.0,0.0,0.0,20975922,64.3,0,0.0,20.3,0,21307520.0,0.0,7156,0,0.0,5326880,0.0,0.0,0.0,0,0,100.0,0,0
3,14860617403089658233,0.0,0.0,0.0,20979148,64.3,0,0.0,20.3,0,21323848.0,0.0,7240,0,0.0,5330962,0.0,0.0,0.0,0,0,100.0,0,0
4,14860617403089658233,0.0,0.0,0.0,21009221,64.2,0,0.0,20.4,0,21341228.0,0.0,7591,0,0.0,5335307,0.0,0.0,0.0,0,0,100.0,0,0
5,14860617403089658233,0.0,0.0,0.0,21019649,64.2,0,0.0,20.4,0,21359352.0,0.0,7863,0,0.0,5339838,0.0,0.0,0.0,0,0,100.0,0,0
6,14860617403089658233,0.0,0.0,0.0,21037247,64.2,0,0.0,20.4,0,21376428.0,0.0,7560,0,0.0,5344107,0.0,0.0,0.0,0,0,100.0,0,0
7,14860617403089658233,0.0,0.0,0.0,21063304,64.1,0,0.0,20.4,0,21393304.0,0.0,7477,0,0.0,5348326,0.0,0.0,0.0,0,0,100.0,0,0
8,14860617403089658233,0.0,0.0,0.0,21064049,64.1,0,0.0,20.4,0,21411008.0,0.0,7666,0,0.0,5352752,0.0,0.0,0.0,0,0,100.0,0,0
9,14860617403089658233,0.0,0.0,0.0,21048220,64.1,0,0.0,20.4,0,21428800.0,0.0,7690,0,0.0,5357200,0.0,0.0,0.0,0,0,100.0,0,0
10,14860617403089658233,0.0,0.0,0.0,21056148,64.0,0,0.0,20.5,0,21445976.0,0.0,7550,0,0.0,5361494,0.0,0.0,0.0,0,0,100.0,0,0
11,14860617403089658233,0.0,0.0,0.0,21058789,64.0,0,0.0,20.5,0,21463264.0,0.0,7543,0,0.0,5365816,0.0,0.0,0.0,0,0,100.0,0,0
12,14860617403089658233,0.0,0.0,0.0,21049053,64.0,0,0.0,20.5,0,21480952.0,0.0,7613,0,0.0,5370238,0.0,0.0,0.0,0,0,100.0,0,0
13,14860617403089658233,0.0,0.0,0.0,21054638,64.0,0,0.0,20.5,0,21498688.0,0.0,7618,0,0.0,5374672,0.0,0.0,0.0,0,0,100.0,0,0
14,14860617403089658233,0.0,0.0,0.0,21063287,63.9,0,0.0,20.5,0,21515948.0,0.0,7548,0,0.0,5378987,0.0,0.0,0.0,0,0,100.0,0,0
15,14860617403089658233,0.0,0.0,0.0,21059720,63.9,0,0.0,20.5,0,21532816.0,0.0,7378,0,0.0,5383204,0.0,0.0,0.0,0,0,100.0,0,0
16,14860617403089658233,0.0,0.0,0.0,21058916,63.9,0,0.0,20.6,0,21550468.0,0.0,7634,0,0.0,5387618,0.0,0.0,0.0,0,0,100.0,0,0
17,14860617403089658233,0.0,0.0,0.0,21081756,63.8,0,0.0,20.6,0,21568024.0,0.0,7538,0,0.0,5392006,0.0,0.0,0.0,0,0,100.0,0,0
18,14860617403089658233,0.0,0.0,0.0,21066013,63.8,0,0.0,20.6,0,21585064.0,0.0,7482,0,0.0,5396265,0.0,0.0,0.0,0,0,100.0,0,0
