Loading TPC-C
TPC-C loaded - consumed space in GiB = 19.6596
Warehouse pages = 8
+-----+------------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+
| t   | OLTP TX    | RF %     | Abort%   | OLAP TX  | W MiB    | R MiB    | Instrs/- | Cycles/- | CPUs     | L1/TX    | LLC/TX   | GHz      | WAL      | GCT      | Space G  | GCT      |
| 23  | 271105     | 97.6204- | 4.923477 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.6      | 0.6      | 26.5     | 2        |
| 24  | 217666     | 97.5664- | 4.993322 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.5      | 0.6      | 26.7     | 2        |
| 25  | 217192     | 97.4888- | 4.907597 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.5      | 0.2      | 27.0     | 1        |
| 26  | 263271     | 97.4695- | 4.913409 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.6      | 0.6      | 27.2     | 2        |
| 27  | 179044     | 97.5240- | 4.989732 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.4      | 0.6      | 27.4     | 2        |
| 28  | 208432     | 97.6092- | 4.974834 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.4      | 0.4      | 27.7     | 1        |
| 29  | 271362     | 97.4967- | 5.000263 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.6      | 0.6      | 28.1     | 2        |
| 30  | 269695     | 97.5620- | 4.965696 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.6      | 0.6      | 28.4     | 2        |
| 31  | 270315     | 97.4766- | 4.934481 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.6      | 0.6      | 28.7     | 2        |
| 32  | 216970     | 97.4245- | 5.032237 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.5      | 0.6      | 28.9     | 2        |
| 33  | 219535     | 97.4468- | 4.907630 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.5      | 0.2      | 29.2     | 1        |
| 34  | 269780     | 97.4582- | 4.902904 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.6      | 0.6      | 29.5     | 2        |
| 35  | 191338     | 97.5728- | 4.993669 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.4      | 0.6      | 29.7     | 2        |
| 36  | 186178     | 97.5754- | 4.894283 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.4      | 0.4      | 30.0     | 1        |
| 37  | 271188     | 97.5647- | 5.034581 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.6      | 0.6      | 30.3     | 2        |
| 38  | 270750     | 97.5693- | 5.026326 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.6      | 0.6      | 30.6     | 2        |
| 39  | 270753     | 97.4862- | 4.990613 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.6      | 0.6      | 30.9     | 2        |
| 40  | 267361     | 97.5796- | 4.985945 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.6      | 0.6      | 31.2     | 2        |
| 41  | 189610     | 97.4874- | 5.081097 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.4      | 0.6      | 31.5     | 2        |
| 42  | 249509     | 97.4882- | 4.962710 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.5      | 0.2      | 31.8     | 1        |
| 43  | 250113     | 97.5678- | 4.892406 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.5      | 0.6      | 32.0     | 2        |
| 44  | 169169     | 97.4711- | 4.982588 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.4      | 0.6      | 32.2     | 2        |
| 45  | 227446     | 97.4917- | 4.968705 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.5      | 0.4      | 32.5     | 1        |
| 46  | 271301     | 97.4813- | 5.014967 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.6      | 0.6      | 32.9     | 2        |
| 47  | 271723     | 97.5169- | 4.999598 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.6      | 0.6      | 33.2     | 2        |
| 48  | 270767     | 97.5436- | 4.885237 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.6      | 0.6      | 33.5     | 2        |
| 49  | 264494     | 97.5095- | 4.974150 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.6      | 0.6      | 33.7     | 2        |
| 50  | 182814     | 97.5877- | 5.121884 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.4      | 0.6      | 34.0     | 2        |
| 51  | 259757     | 97.4984- | 4.994642 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.5      | 0.2      | 34.3     | 1        |
| 52  | 237620     | 97.4766- | 4.897601 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.5      | 0.6      | 34.5     | 2        |
| 53  | 178042     | 97.4758- | 4.914951 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.4      | 0.6      | 34.8     | 2        |
| 54  | 229567     | 97.5397- | 5.063851 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.5      | 0.4      | 35.1     | 1        |
| 55  | 269980     | 97.5709- | 5.049624 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.6      | 0.6      | 35.4     | 2        |
| 56  | 270345     | 97.5620- | 4.951007 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.6      | 0.6      | 35.7     | 2        |
| 57  | 269959     | 97.5433- | 5.045321 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.6      | 0.6      | 36.0     | 2        |
| 58  | 196648     | 97.5646- | 4.896674 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.4      | 0.6      | 36.3     | 2        |
| 59  | 243351     | 97.5114- | 4.933960 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.5      | 0.2      | 36.6     | 1        |
| 60  | 196905     | 97.6079- | 4.966336 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.4      | 0.6      | 36.8     | 2        |
| 61  | 197737     | 97.5517- | 4.956525 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.4      | 0.6      | 37.0     | 2        |
| 62  | 250419     | 97.5137- | 4.993171 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.5      | 0.4      | 37.3     | 1        |
| 63  | 272009     | 97.4350- | 4.913236 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.6      | 0.6      | 37.7     | 2        |
| 64  | 271240     | 97.5117- | 4.926146 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.6      | 0.6      | 38.0     | 2        |
| 65  | 269534     | 97.4949- | 5.046520 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.6      | 0.6      | 38.3     | 2        |
| 66  | 200562     | 97.5463- | 4.932502 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.4      | 0.6      | 38.5     | 2        |
| 67  | 239524     | 97.4704- | 5.027676 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.5      | 0.2      | 38.8     | 1        |
| 68  | 252215     | 97.4700- | 4.914232 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.5      | 0.6      | 39.0     | 2        |
| 69  | 171175     | 97.5253- | 5.008324 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.4      | 0.6      | 39.3     | 2        |
| 70  | 222583     | 97.5595- | 5.030038 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.5      | 0.4      | 39.6     | 1        |
| 71  | 271435     | 97.5235- | 4.964725 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.6      | 0.6      | 39.9     | 2        |
| 72  | 270612     | 97.5403- | 4.945028 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.6      | 0.6      | 40.2     | 2        |
| 73  | 271258     | 97.5012- | 4.913171 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.6      | 0.6      | 40.5     | 2        |
| 74  | 237106     | 97.5226- | 4.893585 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.5      | 0.6      | 40.7     | 2        |
| 75  | 203056     | 97.5046- | 4.917188 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.4      | 0.2      | 41.1     | 1        |
| 76  | 260135     | 97.5547- | 4.981846 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.6      | 0.6      | 41.3     | 2        |
| 77  | 176546     | 97.4646- | 4.913583 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.4      | 0.6      | 41.5     | 2        |
| 78  | 207208     | 97.4383- | 5.000138 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.4      | 0.4      | 41.8     | 1        |
| 79  | 270834     | 97.4958- | 4.948848 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.6      | 0.6      | 42.1     | 2        |
| 80  | 271811     | 97.4522- | 5.055138 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.6      | 0.6      | 42.5     | 2        |
| 81  | 270815     | 97.5126- | 4.951180 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.6      | 0.6      | 42.8     | 2        |
| 82  | 255176     | 97.4617- | 4.995290 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.5      | 0.6      | 43.0     | 2        |
| 83  | 191057     | 97.5923- | 4.838348 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.4      | 0.6      | 43.3     | 2        |
| 84  | 263804     | 97.5299- | 4.874478 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.6      | 0.2      | 43.6     | 1        |
| 85  | 185192     | 97.4793- | 4.918571 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.4      | 0.6      | 43.8     | 2        |
| 86  | 196088     | 97.5072- | 4.983234 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.4      | 0.6      | 44.1     | 2        |
| 87  | 260904     | 97.5504- | 5.012870 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.6      | 0.4      | 44.4     | 1        |
| 88  | 270709     | 97.4167- | 4.935666 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.6      | 0.6      | 44.7     | 2        |
| 89  | 270821     | 97.4677- | 4.978755 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.6      | 0.6      | 45.0     | 2        |
| 90  | 271307     | 97.5459- | 4.917993 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.6      | 0.6      | 45.3     | 2        |
| 91  | 222368     | 97.5117- | 5.065874 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.5      | 0.6      | 45.5     | 2        |
| 92  | 220007     | 97.4069- | 5.098630 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.5      | 0.2      | 45.9     | 1        |
| 93  | 256986     | 97.5512- | 4.956581 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.5      | 0.6      | 46.1     | 2        |
| 94  | 173610     | 97.4506- | 5.041378 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.4      | 0.6      | 46.3     | 2        |
| 95  | 209946     | 97.5517- | 4.957944 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.4      | 0.4      | 46.6     | 1        |
| 96  | 270912     | 97.5630- | 4.897442 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.6      | 0.6      | 46.9     | 2        |
| 97  | 270352     | 97.4803- | 4.877980 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.6      | 0.6      | 47.3     | 2        |
| 98  | 270445     | 97.5329- | 4.885752 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.6      | 0.6      | 47.6     | 2        |
| 99  | 271101     | 97.5691- | 4.951547 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.6      | 0.6      | 47.9     | 2        |
| 100 | 257124     | 97.5424- | 4.915038 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.5      | 0.6      | 48.1     | 2        |
| 101 | 198706     | 97.4786- | 4.833380 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.4      | 0.6      | 48.4     | 2        |
| 102 | 256012     | 97.5446- | 4.958978 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.5      | 0.2      | 48.7     | 1        |
| 103 | 183679     | 97.5925- | 5.070546 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.4      | 0.6      | 48.9     | 2        |
| 104 | 188337     | 97.5103- | 5.064421 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.4      | 0.4      | 49.2     | 1        |
| 105 | 271544     | 97.4309- | 4.942537 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.6      | 0.6      | 49.5     | 2        |
| 106 | 270802     | 97.5203- | 4.939060 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.6      | 0.6      | 49.8     | 2        |
| 107 | 271162     | 97.4738- | 4.948822 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.6      | 0.6      | 50.1     | 2        |
| 108 | 270221     | 97.4994- | 5.034002 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.6      | 0.6      | 50.4     | 2        |
| 109 | 204287     | 97.5774- | 4.999140 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 60.0000- | 0.4      | 0.6      | 50.7     | 2        |
435913,436252,436626,436494,436938,436431,435438,435921,436167,436145,437352,436682,437276,438157,436633,436535,435658,436178,436869,437237,437781,433703,436773,438477,435733,436587,435982,436077,437225,433087,436567,437512,437538,436002,435024,436121,436927,435978,436559,435162,438306,438976,434926,435439,434235,433780,435493,436197,437513,433894,436583,435391,435420,435093,436052,437477,435416,434396,436256,435323,
TPC-C = 26171883
CH = 0

consumed space in GiB = 50.3053
