Loading TPC-C
TPC-C loaded - consumed space in GiB = 19.6612
Warehouse pages = 8
+-----+------------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+
| t   | OLTP TX    | RF %     | Abort%   | OLAP TX  | W MiB    | R MiB    | Instrs/- | Cycles/- | CPUs     | L1/TX    | LLC/TX   | GHz      | WAL      | GCT      | Space G  | GCT      |
| 9   | 283644     | 97.6072- | 5.469646 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.6      | 0.8      | 22.8     | 2        |
| 10  | 148769     | 97.6245- | 5.469668 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.3      | 0.3      | 22.9     | 1        |
| 11  | 289129     | 97.4499- | 5.559384 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.6      | 0.5      | 23.4     | 1        |
| 12  | 346976     | 97.4320- | 5.308546 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.7      | 0.8      | 23.7     | 2        |
| 13  | 176598     | 97.4614- | 5.266715 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.4      | 0.3      | 23.9     | 1        |
| 14  | 195438     | 97.4631- | 5.422853 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.4      | 0.5      | 24.2     | 1        |
| 15  | 358602     | 97.4434- | 5.388798 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.8      | 0.8      | 24.6     | 2        |
| 16  | 216660     | 97.5713- | 5.379556 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.5      | 0.3      | 24.8     | 1        |
| 17  | 144531     | 97.5859- | 5.698011 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.3      | 0.5      | 25.1     | 1        |
| 18  | 360663     | 97.4965- | 5.494560 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.8      | 0.8      | 25.5     | 2        |
| 19  | 238526     | 97.4925- | 5.392627 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.5      | 0.8      | 25.8     | 2        |
| 20  | 182607     | 97.4946- | 5.693303 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.4      | 0.3      | 26.0     | 1        |
| 21  | 296133     | 97.5889- | 5.487558 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.6      | 0.5      | 26.4     | 1        |
| 22  | 279146     | 97.5271- | 5.298155 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.6      | 0.8      | 26.7     | 2        |
| 23  | 182840     | 97.5634- | 5.357910 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.4      | 0.3      | 26.8     | 1        |
| 24  | 257411     | 97.4507- | 5.445990 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.5      | 0.5      | 27.2     | 1        |
| 25  | 349955     | 97.6282- | 5.425747 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.7      | 0.8      | 27.5     | 2        |
| 26  | 193271     | 97.5562- | 5.562532 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.4      | 0.3      | 27.8     | 1        |
| 27  | 174264     | 97.4418- | 5.612427 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.4      | 0.5      | 28.1     | 1        |
| 28  | 358470     | 97.5465- | 5.563898 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.8      | 0.8      | 28.5     | 2        |
| 29  | 222435     | 97.5853- | 5.428904 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.5      | 0.3      | 28.7     | 1        |
| 30  | 173205     | 97.5006- | 5.464558 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.4      | 0.8      | 28.9     | 2        |
| 31  | 324212     | 97.5303- | 5.459360 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.7      | 0.5      | 29.3     | 1        |
| 32  | 251183     | 97.5038- | 5.201799 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.5      | 0.8      | 29.6     | 2        |
| 33  | 196193     | 97.4836- | 5.516092 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.4      | 0.3      | 29.8     | 1        |
| 34  | 271010     | 97.5761- | 5.515792 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.6      | 0.5      | 30.2     | 1        |
| 35  | 300420     | 97.5287- | 5.374759 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.6      | 0.8      | 30.5     | 2        |
| 36  | 206046     | 97.4748- | 5.480885 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.4      | 0.3      | 30.7     | 1        |
| 37  | 213875     | 97.4489- | 5.520559 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.5      | 0.5      | 31.1     | 1        |
| 38  | 347409     | 97.5325- | 5.352331 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.7      | 0.8      | 31.4     | 2        |
| 39  | 185210     | 97.5109- | 5.469894 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.4      | 0.3      | 31.6     | 1        |
| 40  | 187561     | 97.4893- | 5.563639 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.4      | 0.5      | 31.9     | 1        |
| 41  | 359615     | 97.4645- | 5.384642 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.8      | 0.8      | 32.3     | 2        |
| 42  | 218164     | 97.5463- | 5.579191 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.5      | 0.3      | 32.5     | 1        |
| 43  | 153258     | 97.5355- | 5.364167 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.3      | 0.8      | 32.8     | 2        |
| 44  | 349616     | 97.5410- | 5.445301 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.7      | 0.5      | 33.2     | 1        |
| 45  | 235963     | 97.4678- | 5.625370 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.5      | 0.8      | 33.5     | 2        |
| 46  | 207271     | 97.4902- | 5.517062 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.4      | 0.3      | 33.6     | 1        |
| 47  | 275446     | 97.4811- | 5.600642 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.6      | 0.5      | 34.0     | 1        |
| 48  | 337072     | 97.4999- | 5.557999 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.7      | 0.8      | 34.3     | 2        |
| 49  | 204585     | 97.6019- | 5.717722 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.4      | 0.3      | 34.6     | 1        |
| 50  | 177721     | 97.4420- | 5.606633 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.4      | 0.5      | 34.9     | 1        |
| 51  | 359590     | 97.4651- | 5.527926 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.8      | 0.8      | 35.3     | 2        |
| 52  | 218052     | 97.6102- | 5.319514 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.5      | 0.3      | 35.5     | 1        |
| 53  | 143357     | 97.4622- | 5.650182 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.3      | 0.5      | 35.8     | 1        |
| 54  | 360602     | 97.4420- | 5.239646 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.8      | 0.8      | 36.2     | 2        |
| 55  | 259893     | 97.4562- | 5.358547 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.6      | 0.8      | 36.5     | 2        |
| 56  | 198485     | 97.5020- | 5.358497 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.4      | 0.3      | 36.6     | 1        |
| 57  | 261492     | 97.5242- | 5.611505 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.6      | 0.5      | 37.0     | 1        |
| 58  | 318223     | 97.4442- | 5.439931 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.7      | 0.8      | 37.3     | 2        |
| 59  | 206658     | 97.5340- | 5.562309 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.4      | 0.3      | 37.6     | 1        |
| 60  | 197383     | 97.5337- | 5.723920 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.4      | 0.5      | 37.9     | 1        |
| 61  | 346782     | 97.4667- | 5.376984 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.7      | 0.8      | 38.2     | 2        |
| 62  | 213974     | 97.5197- | 5.696367 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.5      | 0.3      | 38.5     | 1        |
| 63  | 158784     | 97.5709- | 5.817036 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.3      | 0.5      | 38.7     | 1        |
| 64  | 360147     | 97.5440- | 5.456851 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.8      | 0.8      | 39.2     | 2        |
| 65  | 238388     | 97.4562- | 5.528674 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.5      | 0.8      | 39.4     | 2        |
| 66  | 208090     | 97.4881- | 5.652507 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.4      | 0.3      | 39.6     | 1        |
| 67  | 274029     | 97.5382- | 5.596436 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.6      | 0.5      | 40.0     | 1        |
| 68  | 280642     | 97.4804- | 5.526830 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.6      | 0.8      | 40.3     | 2        |
| 69  | 198274     | 97.4858- | 5.505964 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.4      | 0.3      | 40.5     | 1        |
| 70  | 239878     | 97.5341- | 5.476483 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.5      | 0.5      | 40.9     | 1        |
| 71  | 314959     | 97.4923- | 5.493777 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.7      | 0.8      | 41.1     | 2        |
| 72  | 197644     | 97.6326- | 5.665943 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.4      | 0.3      | 41.4     | 1        |
| 73  | 207710     | 97.5711- | 5.470350 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.4      | 0.5      | 41.7     | 1        |
| 74  | 346657     | 97.5278- | 5.563895 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.7      | 0.8      | 42.1     | 2        |
| 75  | 205139     | 97.5982- | 5.520758 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.4      | 0.3      | 42.3     | 1        |
| 76  | 170152     | 97.5022- | 5.513630 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.4      | 0.5      | 42.6     | 1        |
| 77  | 359187     | 97.4690- | 5.529561 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.8      | 0.8      | 43.0     | 2        |
| 78  | 218124     | 97.5115- | 5.609984 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.5      | 0.3      | 43.2     | 1        |
| 79  | 145864     | 97.5175- | 5.567640 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.3      | 0.8      | 43.5     | 2        |
| 80  | 360332     | 97.4537- | 5.535748 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.8      | 0.5      | 43.9     | 1        |
| 81  | 248147     | 97.5030- | 5.433225 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.5      | 0.8      | 44.1     | 2        |
| 82  | 180615     | 97.4996- | 5.466374 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.4      | 0.3      | 44.3     | 1        |
| 83  | 291531     | 97.5114- | 5.589541 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.6      | 0.5      | 44.7     | 1        |
| 84  | 303293     | 97.5446- | 5.469376 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.6      | 0.8      | 45.0     | 2        |
| 85  | 213831     | 97.4807- | 5.633374 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.5      | 0.3      | 45.2     | 1        |
| 86  | 202356     | 97.5622- | 5.572173 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.4      | 0.5      | 45.6     | 1        |
| 87  | 358457     | 97.5765- | 5.394606 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.8      | 0.8      | 45.9     | 2        |
| 88  | 215231     | 97.5500- | 5.314722 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.5      | 0.3      | 46.2     | 1        |
| 89  | 162886     | 97.5338- | 5.551980 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.3      | 0.8      | 46.4     | 2        |
| 90  | 345376     | 97.5180- | 5.383437 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.7      | 0.5      | 46.9     | 1        |
| 91  | 232051     | 97.4772- | 5.478208 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.5      | 0.8      | 47.1     | 2        |
| 92  | 204603     | 97.4829- | 5.588471 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.4      | 0.3      | 47.3     | 1        |
| 93  | 284478     | 97.5249- | 5.471136 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.6      | 0.5      | 47.7     | 1        |
| 94  | 301938     | 97.6001- | 5.268409 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.6      | 0.8      | 48.0     | 2        |
| 95  | 202706     | 97.5797- | 5.672072 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.4      | 0.3      | 48.2     | 1        |
| 96  | 216537     | 97.4849- | 5.498481 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.5      | 0.5      | 48.6     | 1        |
| 97  | 354422     | 97.4541- | 5.518457 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.8      | 0.8      | 48.9     | 2        |
| 98  | 215242     | 97.5646- | 5.633692 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.5      | 0.3      | 49.2     | 1        |
| 99  | 151765     | 97.5923- | 5.483590 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.3      | 0.5      | 49.4     | 1        |
| 100 | 360286     | 97.4953- | 5.427809 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.8      | 0.8      | 49.9     | 2        |
| 101 | 219853     | 97.4960- | 5.629123 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.5      | 0.3      | 50.1     | 1        |
| 102 | 178443     | 97.5852- | 5.554232 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.4      | 0.8      | 50.3     | 2        |
| 103 | 322532     | 97.5670- | 5.544915 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.7      | 0.5      | 50.7     | 1        |
327421,328333,326191,328186,327221,326906,327267,327991,328272,327102,328496,327788,328372,327428,327900,327168,327748,326865,327531,328490,327836,327048,326700,327421,326110,328249,328422,326115,327303,327906,328414,328034,327450,326206,328326,327848,328844,327731,326306,327217,327822,326747,328392,327259,327147,327215,327353,328187,327490,328206,326697,327206,327776,327225,327733,327716,327831,327624,326750,327048,328041,326882,326748,327417,327604,327362,327370,327065,327144,325708,326358,325938,327124,327221,326927,327556,326154,326604,326537,326535,
TPC-C = 26189881
CH = 0

consumed space in GiB = 50.4779

| 104 | 162573     | 97.4196- | 5.535735 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 80.0000- | 0.3      | 0.7      | 50.9     | 2        |
