t,c_hash,cc_ms_commit_tx,cc_ms_start_tx,cc_ms_refresh_global_state,cc_ms_history_tree_insert,cc_ms_fat_tuple_conversion,cc_ms_fat_tuple,cc_ms_gc_history_tree,cc_ms_gc_graveyard,cc_ms_abort_tx,olap_tx_abort,wal_reserve_blocked,tx_abort,gct_phase_1_pct,cc_ms_history_tree_retrieve,olap_scanned_tuples,gct_phase_2_pct,gct_write_pct,wal_miss,cc_ms_gc_cm,wal_reserve_immediate,cc_cross_workers_visibility_check,gct_committed_tx,key,rfa_committed_tx,wal_hit,olap_tx,wal_read_gib,cc_prepare_igc,cc_snapshot_restart,gct_write_gib,cc_ms_snapshotting,wal_miss_pct,wal_write_gib,cc_ms_committing,tx,cc_versions_space_removed,wal_hit_pct,cc_ms_gc,gct_rounds,wal_total,cc_ms_olap_tx,cc_ms_oltp_tx
0,4776863557272425476,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0,0.0,100.0,0,0,0,0,299,0,27,0,0,0.0,0,0,12.7,0,-nan,12.7,0,571,5517,-nan,0,2994,0.0,0,0
1,4776863557272425476,0,0,0,0,0,0,0,0,0,0,0,982,0.2,0,0,0.4,99.5,0,0,0,0,134746,0,13431,0,0,0.0,0,0,0.3,0,-nan,0.3,0,134797,1472676,-nan,0,768,0.0,0,0
2,4776863557272425476,0,0,0,0,0,0,0,0,0,0,0,975,0.2,0,0,0.4,99.5,0,0,0,0,134131,0,14099,0,0,0.0,0,0,0.3,0,-nan,0.3,0,134166,1484064,-nan,0,768,0.0,0,0
3,4776863557272425476,0,0,0,0,0,0,0,0,0,0,0,983,0.2,0,0,0.4,99.5,0,0,0,0,134561,0,14798,0,0,0.0,0,0,0.3,0,-nan,0.3,0,134456,1453219,-nan,0,768,0.0,0,0
4,4776863557272425476,0,0,0,0,0,0,0,0,0,0,0,963,0.1,0,0,0.4,99.5,0,0,0,0,133863,0,15150,0,0,0.0,0,0,0.3,0,-nan,0.3,0,133867,1477672,-nan,0,766,0.0,0,0
5,4776863557272425476,0,0,0,0,0,0,0,0,0,0,0,1030,0.2,0,0,0.4,99.4,0,0,0,0,134452,0,16104,0,0,0.0,0,0,0.3,0,-nan,0.3,0,134342,1474069,-nan,0,792,0.0,0,0
6,4776863557272425476,0,0,0,0,0,0,0,0,0,0,0,1040,0.2,0,0,0.4,99.4,0,0,0,0,134648,0,18098,0,0,0.0,0,0,0.3,0,-nan,0.3,0,134657,1468524,-nan,0,910,0.0,0,0
7,4776863557272425476,0,0,0,0,0,0,0,0,0,0,0,984,0.2,0,0,0.4,99.4,0,0,0,0,134210,0,18482,0,0,0.0,0,0,0.3,0,-nan,0.3,0,134189,1466975,-nan,0,908,0.0,0,0
8,4776863557272425476,0,0,0,0,0,0,0,0,0,0,0,967,0.2,0,0,0.4,99.4,0,0,0,0,133247,0,18044,0,0,0.0,0,0,0.3,0,-nan,0.3,0,133346,1479520,-nan,0,865,0.0,0,0
9,4776863557272425476,0,0,0,0,0,0,0,0,0,0,0,1017,0.2,0,0,0.4,99.5,0,0,0,0,133493,0,16950,0,0,0.0,0,0,0.3,0,-nan,0.3,0,133558,1470281,-nan,0,771,0.0,0,0
