Loading TPC-C
TPC-C loaded - consumed space in GiB = 19.6599
Warehouse pages = 8
+-----+------------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+
| t   | OLTP TX    | RF %     | Abort%   | OLAP TX  | W MiB    | R MiB    | Instrs/- | Cycles/- | CPUs     | L1/TX    | LLC/TX   | GHz      | WAL      | GCT      | Space G  | GCT      |
|     |            |          |          |          |          |          | TX       | TX       |          |          |          |          | GiB/s    | GiB/s    |          | Rounds   |
| 0   | 28580      | 98.6913- | 4.167924 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 50.0000- | 12.7     | 12.6     | 19.8     | 895      |
| 1   | 209982     | 97.8117- | 4.261634 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 50.0000- | 0.4      | 0.5      | 20.1     | 2        |
| 2   | 237033     | 97.4957- | 4.140397 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 50.0000- | 0.5      | 0.5      | 20.3     | 2        |
| 3   | 239147     | 97.4856- | 4.161407 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 50.0000- | 0.5      | 0.5      | 20.6     | 2        |
| 4   | 238724     | 97.4795- | 4.093783 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 50.0000- | 0.5      | 0.5      | 20.9     | 2        |
| 5   | 238060     | 97.5039- | 4.169199 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 50.0000- | 0.5      | 0.5      | 21.2     | 2        |
| 6   | 237486     | 97.4988- | 4.230248 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 50.0000- | 0.5      | 0.5      | 21.5     | 2        |
| 7   | 233803     | 97.5650- | 4.257184 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 50.0000- | 0.5      | 0.5      | 21.7     | 2        |
| 8   | 232412     | 97.5848- | 4.205428 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 50.0000- | 0.5      | 0.5      | 22.0     | 2        |
| 9   | 231855     | 97.6261- | 4.094658 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 50.0000- | 0.5      | 0.5      | 22.3     | 2        |
| 10  | 228753     | 97.5602- | 4.102072 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 50.0000- | 0.5      | 0.5      | 22.6     | 2        |
| 11  | 225074     | 97.4883- | 4.134491 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 50.0000- | 0.5      | 0.5      | 22.9     | 2        |
| 12  | 225237     | 97.5195- | 4.202163 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 50.0000- | 0.5      | 0.5      | 23.1     | 2        |
| 13  | 226055     | 97.5240- | 4.105899 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 50.0000- | 0.5      | 0.5      | 23.4     | 2        |
| 14  | 225612     | 97.5191- | 4.188555 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 50.0000- | 0.5      | 0.5      | 23.7     | 2        |
| 15  | 225947     | 97.5321- | 4.131379 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 50.0000- | 0.5      | 0.5      | 23.9     | 2        |
| 16  | 225560     | 97.5602- | 4.089260 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 50.0000- | 0.5      | 0.5      | 24.2     | 2        |
| 17  | 225262     | 97.5748- | 4.162589 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 50.0000- | 0.5      | 0.5      | 24.5     | 2        |
| 18  | 225422     | 97.5729- | 4.116138 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 50.0000- | 0.5      | 0.5      | 24.7     | 2        |
| 19  | 227576     | 97.5423- | 4.170456 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 50.0000- | 0.5      | 0.8      | 25.0     | 3        |
| 20  | 232537     | 97.5952- | 4.112408 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 50.0000- | 0.5      | 0.5      | 25.3     | 2        |
| 21  | 235030     | 97.4662- | 4.233559 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 50.0000- | 0.5      | 0.5      | 25.5     | 2        |
| 22  | 236600     | 97.5845- | 4.129794 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 50.0000- | 0.5      | 0.5      | 25.8     | 2        |
