Loading TPC-C
TPC-C loaded - consumed space in GiB = 19.6775
Warehouse pages = 8
+-----+------------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+
| t   | OLTP TX    | RF %     | Abort%   | OLAP TX  | W MiB    | R MiB    | Instrs/- | Cycles/- | CPUs     | L1/TX    | LLC/TX   | GHz      | WAL      | GCT      | Space G  | GCT      |
| 15  | 221509     | 97.5007- | 1.626756 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 23.8     | 5        |
| 16  | 217644     | 97.3580- | 1.576893 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 24.0     | 5        |
| 17  | 217694     | 97.3926- | 1.593888 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 24.3     | 5        |
| 18  | 217829     | 97.3479- | 1.556448 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 24.5     | 5        |
| 19  | 218187     | 97.3568- | 1.615194 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 24.8     | 5        |
| 20  | 218725     | 97.2824- | 1.555932 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 25.0     | 5        |
| 21  | 219282     | 97.4576- | 1.530379 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 25.3     | 5        |
| 22  | 221010     | 97.3811- | 1.626429 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.4      | 25.6     | 4        |
| 23  | 224208     | 97.4309- | 1.637273 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 25.8     | 5        |
| 24  | 218884     | 97.4740- | 1.574297 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 26.1     | 5        |
| 25  | 217285     | 97.2496- | 1.553148 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 26.3     | 5        |
| 26  | 219996     | 97.3099- | 1.590681 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 26.6     | 5        |
| 27  | 217553     | 97.2687- | 1.567746 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 26.8     | 5        |
| 28  | 219635     | 97.3246- | 1.601631 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 27.1     | 5        |
| 29  | 218152     | 97.2592- | 1.589264 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 27.4     | 5        |
| 30  | 219927     | 97.3436- | 1.588530 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 27.6     | 5        |
| 31  | 222710     | 97.2493- | 1.613780 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.4      | 27.9     | 4        |
| 32  | 222147     | 97.2900- | 1.548041 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 28.1     | 5        |
| 33  | 218461     | 97.2260- | 1.574193 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 28.4     | 5        |
| 34  | 218380     | 97.3166- | 1.585413 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 28.6     | 5        |
| 35  | 219642     | 97.2960- | 1.584827 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 28.9     | 5        |
| 36  | 218933     | 97.2818- | 1.583684 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 29.2     | 5        |
| 37  | 219962     | 97.5241- | 1.566702 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 29.4     | 5        |
| 38  | 217408     | 97.2379- | 1.610202 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 29.7     | 5        |
| 39  | 220447     | 97.2932- | 1.599339 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.4      | 29.9     | 4        |
| 40  | 224427     | 97.3483- | 1.604219 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 30.2     | 5        |
| 41  | 219461     | 97.3831- | 1.520312 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 30.4     | 5        |
| 42  | 219252     | 97.2182- | 1.580091 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 30.7     | 5        |
| 43  | 218060     | 97.2365- | 1.571267 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 31.0     | 5        |
| 44  | 219164     | 97.2262- | 1.570991 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 31.2     | 5        |
| 45  | 215644     | 97.2649- | 1.576464 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 31.5     | 5        |
| 46  | 219579     | 97.2310- | 1.582627 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 31.7     | 5        |
| 47  | 218311     | 97.2653- | 1.613405 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 32.0     | 5        |
| 48  | 222645     | 97.2287- | 1.629892 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.4      | 32.2     | 4        |
| 49  | 223690     | 97.3069- | 1.614613 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 32.5     | 5        |
| 50  | 216620     | 97.3511- | 1.610156 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 32.8     | 5        |
| 51  | 219375     | 97.1231- | 1.637029 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 33.0     | 5        |
| 52  | 217524     | 97.1695- | 1.626266 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 33.3     | 5        |
| 53  | 219887     | 97.1912- | 1.610392 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 33.5     | 5        |
| 54  | 218046     | 97.3335- | 1.582029 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 33.8     | 5        |
| 55  | 220323     | 97.3883- | 1.582643 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 34.0     | 5        |
| 56  | 216976     | 97.2010- | 1.583903 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 34.3     | 5        |
| 57  | 224748     | 97.2649- | 1.601965 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.4      | 34.6     | 4        |
| 58  | 221638     | 97.2576- | 1.609230 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 34.8     | 5        |
| 59  | 216727     | 97.2749- | 1.582566 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 35.1     | 5        |
| 60  | 220601     | 97.2883- | 1.606141 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 35.3     | 5        |
| 61  | 216311     | 97.1097- | 1.598097 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 35.6     | 5        |
| 62  | 219116     | 97.4392- | 1.574867 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 35.8     | 5        |
| 63  | 217357     | 97.3950- | 1.600775 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 36.1     | 5        |
| 64  | 219676     | 97.2391- | 1.609270 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 36.4     | 5        |
| 65  | 218112     | 97.2642- | 1.617959 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.4      | 36.6     | 4        |
| 66  | 224694     | 97.1912- | 1.580363 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 36.9     | 5        |
| 67  | 220198     | 97.1711- | 1.588366 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 37.1     | 5        |
| 68  | 216570     | 97.2221- | 1.635994 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 37.4     | 5        |
| 69  | 219798     | 97.0454- | 1.631729 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 37.6     | 5        |
| 70  | 216894     | 97.1451- | 1.556351 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 37.9     | 5        |
| 71  | 220545     | 97.0944- | 1.557792 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 38.2     | 5        |
| 72  | 216700     | 97.1264- | 1.624758 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 38.4     | 5        |
| 73  | 219694     | 97.1305- | 1.568143 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 38.7     | 5        |
| 74  | 221064     | 97.1089- | 1.621660 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.4      | 38.9     | 4        |
| 75  | 222421     | 97.2210- | 1.644556 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 39.2     | 5        |
| 76  | 219505     | 97.0848- | 1.597271 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 39.4     | 5        |
| 77  | 214725     | 97.1708- | 1.596634 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 39.7     | 5        |
| 78  | 220414     | 97.1843- | 1.555186 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 40.0     | 5        |
| 79  | 216771     | 97.0877- | 1.574206 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 40.2     | 5        |
| 80  | 220032     | 97.1181- | 1.582502 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 40.5     | 5        |
| 81  | 216536     | 97.0905- | 1.638480 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 40.7     | 5        |
| 82  | 220704     | 97.2501- | 1.580393 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 41.0     | 5        |
| 83  | 222166     | 97.2367- | 1.625944 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.4      | 41.2     | 4        |
| 84  | 220894     | 97.2561- | 1.618068 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 41.5     | 5        |
| 85  | 221285     | 97.1855- | 1.613068 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 41.8     | 5        |
| 86  | 216923     | 97.2847- | 1.626684 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 42.0     | 5        |
| 87  | 221031     | 97.0524- | 1.597372 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 42.3     | 5        |
| 88  | 215843     | 97.1400- | 1.606889 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 42.5     | 5        |
| 89  | 221153     | 97.0504- | 1.641583 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 42.8     | 5        |
| 90  | 215328     | 97.2126- | 1.654708 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 43.0     | 5        |
| 91  | 222639     | 97.0948- | 1.517236 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.4      | 43.3     | 4        |
| 92  | 222457     | 97.1796- | 1.601660 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 43.6     | 5        |
| 93  | 218999     | 97.1602- | 1.587195 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 43.8     | 5        |
| 94  | 221024     | 97.2898- | 1.562361 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 44.1     | 5        |
| 95  | 215980     | 97.2173- | 1.631430 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 44.3     | 5        |
| 96  | 220235     | 97.2760- | 1.598656 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 44.6     | 5        |
| 97  | 215837     | 97.2400- | 1.594372 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 44.8     | 5        |
| 98  | 220975     | 97.2476- | 1.606971 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 45.1     | 5        |
| 99  | 214779     | 97.2855- | 1.614721 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 45.3     | 5        |
| 100 | 224842     | 97.2233- | 1.650373 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.4      | 45.6     | 4        |
| 101 | 223591     | 97.1787- | 1.590201 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 45.9     | 5        |
| 102 | 216369     | 97.1511- | 1.599913 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 46.1     | 5        |
| 103 | 222239     | 97.2543- | 1.594056 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 46.4     | 5        |
| 104 | 214670     | 97.2078- | 1.578540 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 46.6     | 5        |
| 105 | 221863     | 97.2158- | 1.606315 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 46.9     | 5        |
| 106 | 215698     | 97.2387- | 1.576075 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 47.1     | 5        |
| 107 | 221331     | 97.0749- | 1.600928 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 47.4     | 5        |
| 108 | 216812     | 97.3331- | 1.609200 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.4      | 47.7     | 4        |
| 109 | 225887     | 97.1189- | 1.649715 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 47.9     | 5        |
| 110 | 222749     | 97.1407- | 1.606983 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 48.2     | 5        |
| 111 | 215634     | 97.0876- | 1.610217 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 48.4     | 5        |
| 112 | 220411     | 97.1367- | 1.640434 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 48.7     | 5        |
| 113 | 216056     | 97.2502- | 1.593678 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 48.9     | 5        |
| 114 | 222289     | 97.1896- | 1.584554 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 49.2     | 5        |
| 115 | 215342     | 97.2072- | 1.603374 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 49.5     | 5        |
| 116 | 221351     | 97.2460- | 1.545202 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 49.7     | 5        |
| 117 | 219025     | 97.2875- | 1.575511 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.4      | 50.0     | 4        |
| 118 | 223337     | 97.1813- | 1.611923 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 20.0000- | 0.5      | 0.5      | 50.2     | 5        |
1304410,1301873,1304607,1302066,1305777,1305042,1302266,1302188,1302137,1301094,1305786,1302973,1302820,1301399,1301285,1300859,1302763,1301101,1300745,1301031,
TPC-C = 26052222
CH = 0

consumed space in GiB = 49.9324
