t,c_hash,r_mib,w_mib,submit_ms,rounds,free_pct,touches,iterate_children_pct,space_usage_gib,key,space_usage_kib,p2_pct,allocate_ops,unswizzled,evicted_mib,consumed_pages,poll_pct,p3_pct,find_parent_pct,async_mb_ws,pc1,p1_pct,pc2,pc3
0,5619393611417369125,0.0,0.0,0.0,445291801,65.2,0,0.0,19.8,0,20777616.0,0.0,5194406,0,0.0,5194407,0.0,0.0,0.0,0,0,100.0,0,0
1,5619393611417369125,0.0,0.0,0.0,18616703,64.8,0,0.0,20.1,0,21024648.0,0.0,108686,0,0.0,5256163,0.0,0.0,0.0,0,0,100.0,0,0
2,5619393611417369125,0.0,0.0,0.0,18565671,64.3,0,0.0,20.3,0,21318256.0,0.0,126245,0,0.0,5329568,0.0,0.0,0.0,0,0,100.0,0,0
3,5619393611417369125,0.0,0.0,0.0,18568053,63.8,0,0.0,20.6,0,21612908.0,0.0,126813,0,0.0,5403234,0.0,0.0,0.0,0,0,100.0,0,0
4,5619393611417369125,0.0,0.0,0.0,18566492,63.3,0,0.0,20.9,0,21907824.0,0.0,127117,0,0.0,5476961,0.0,0.0,0.0,0,0,100.0,0,0
5,5619393611417369125,0.0,0.0,0.0,18570773,62.8,0,0.0,21.2,0,22201692.0,0.0,126683,0,0.0,5550425,0.0,0.0,0.0,0,0,100.0,0,0
6,5619393611417369125,0.0,0.0,0.0,18568826,62.3,0,0.0,21.5,0,22494848.0,0.0,126573,0,0.0,5623719,0.0,0.0,0.0,0,0,100.0,0,0
7,5619393611417369125,0.0,0.0,0.0,18555899,61.8,0,0.0,21.7,0,22785108.0,0.0,125628,0,0.0,5696285,0.0,0.0,0.0,0,0,100.0,0,0
8,5619393611417369125,0.0,0.0,0.0,18532645,61.3,0,0.0,22.0,0,23082596.0,0.0,125676,0,0.0,5770655,0.0,0.0,0.0,0,0,100.0,0,0
9,5619393611417369125,0.0,0.0,0.0,18523730,60.8,0,0.0,22.3,0,23382948.0,0.0,125899,0,0.0,5845740,0.0,0.0,0.0,0,0,100.0,0,0
10,5619393611417369125,0.0,0.0,0.0,18494258,60.3,0,0.0,22.6,0,23678124.0,0.0,124261,0,0.0,5919533,0.0,0.0,0.0,0,0,100.0,0,0
11,5619393611417369125,0.0,0.0,0.0,18481481,59.8,0,0.0,22.9,0,23969728.0,0.0,123506,0,0.0,5992434,0.0,0.0,0.0,0,0,100.0,0,0
12,5619393611417369125,0.0,0.0,0.0,18457720,59.3,0,0.0,23.1,0,24256544.0,0.0,122608,0,0.0,6064137,0.0,0.0,0.0,0,0,100.0,0,0
13,5619393611417369125,0.0,0.0,0.0,18449361,58.9,0,0.0,23.4,0,24537940.0,0.0,121529,0,0.0,6134486,0.0,0.0,0.0,0,0,100.0,0,0
14,5619393611417369125,0.0,0.0,0.0,18437550,58.4,0,0.0,23.7,0,24816968.0,0.0,120596,0,0.0,6204242,0.0,0.0,0.0,0,0,100.0,0,0
15,5619393611417369125,0.0,0.0,0.0,18432284,57.9,0,0.0,23.9,0,25097496.0,0.0,120472,0,0.0,6274374,0.0,0.0,0.0,0,0,100.0,0,0
16,5619393611417369125,0.0,0.0,0.0,18428917,57.5,0,0.0,24.2,0,25376684.0,0.0,120438,0,0.0,6344171,0.0,0.0,0.0,0,0,100.0,0,0
17,5619393611417369125,0.0,0.0,0.0,18431395,57.0,0,0.0,24.5,0,25655836.0,0.0,120385,0,0.0,6413959,0.0,0.0,0.0,0,0,100.0,0,0
18,5619393611417369125,0.0,0.0,0.0,18432725,56.5,0,0.0,24.7,0,25931584.0,0.0,120400,0,0.0,6482896,0.0,0.0,0.0,0,0,100.0,0,0
19,5619393611417369125,0.0,0.0,0.0,18406037,56.1,0,0.0,25.0,0,26211720.0,0.0,120300,0,0.0,6552930,0.0,0.0,0.0,0,0,100.0,0,0
20,5619393611417369125,0.0,0.0,0.0,18312678,55.6,0,0.0,25.3,0,26489244.0,0.0,120389,0,0.0,6622311,0.0,0.0,0.0,0,0,100.0,0,0
21,5619393611417369125,0.0,0.0,0.0,18467683,55.1,0,0.0,25.5,0,26767528.0,0.0,120435,0,0.0,6691882,0.0,0.0,0.0,0,0,100.0,0,0
22,5619393611417369125,0.0,0.0,0.0,18495939,54.7,0,0.0,25.8,0,27017472.0,0.0,121839,0,0.0,6754378,0.0,0.0,0.0,0,0,100.0,0,0
23,5619393611417369125,0.0,0.0,0.0,18543824,54.2,0,0.0,26.0,0,27310268.0,0.0,126354,0,0.0,6827571,0.0,0.0,0.0,0,0,100.0,0,0
24,5619393611417369125,0.0,0.0,0.0,18551480,53.7,0,0.0,26.3,0,27601516.0,0.0,126031,0,0.0,6900376,0.0,0.0,0.0,0,0,100.0,0,0
25,5619393611417369125,0.0,0.0,0.0,18574510,53.2,0,0.0,26.6,0,27893048.0,0.0,126076,0,0.0,6973263,0.0,0.0,0.0,0,0,100.0,0,0
26,5619393611417369125,0.0,0.0,0.0,18575662,52.8,0,0.0,26.9,0,28184572.0,0.0,126353,0,0.0,7046149,0.0,0.0,0.0,0,0,100.0,0,0
27,5619393611417369125,0.0,0.0,0.0,18740086,52.3,0,0.0,27.2,0,28482260.0,0.0,128661,0,0.0,7120573,0.0,0.0,0.0,0,0,100.0,0,0
28,5619393611417369125,0.0,0.0,0.0,18394671,51.8,0,0.0,27.4,0,28766492.0,0.0,122976,0,0.0,7191629,0.0,0.0,0.0,0,0,100.0,0,0
29,5619393611417369125,0.0,0.0,0.0,18498772,51.3,0,0.0,27.7,0,29062772.0,0.0,124952,0,0.0,7265697,0.0,0.0,0.0,0,0,100.0,0,0
30,5619393611417369125,0.0,0.0,0.0,18468095,50.8,0,0.0,28.0,0,29352756.0,0.0,123461,0,0.0,7338193,0.0,0.0,0.0,0,0,100.0,0,0
31,5619393611417369125,0.0,0.0,0.0,18455992,50.3,0,0.0,28.3,0,29637200.0,0.0,121954,0,0.0,7409301,0.0,0.0,0.0,0,0,100.0,0,0
32,5619393611417369125,0.0,0.0,0.0,18444860,49.8,0,0.0,28.5,0,29916432.0,0.0,120775,0,0.0,7479108,0.0,0.0,0.0,0,0,100.0,0,0
33,5619393611417369125,0.0,0.0,0.0,18437350,49.4,0,0.0,28.8,0,30197188.0,0.0,120792,0,0.0,7549297,0.0,0.0,0.0,0,0,100.0,0,0
34,5619393611417369125,0.0,0.0,0.0,18437421,48.9,0,0.0,29.1,0,30477160.0,0.0,120529,0,0.0,7619290,0.0,0.0,0.0,0,0,100.0,0,0
35,5619393611417369125,0.0,0.0,0.0,18432141,48.4,0,0.0,29.3,0,30755616.0,0.0,120573,0,0.0,7688904,0.0,0.0,0.0,0,0,100.0,0,0
36,5619393611417369125,0.0,0.0,0.0,18430522,48.0,0,0.0,29.6,0,31035120.0,0.0,120439,0,0.0,7758780,0.0,0.0,0.0,0,0,100.0,0,0
37,5619393611417369125,0.0,0.0,0.0,18433877,47.5,0,0.0,29.9,0,31315208.0,0.0,120340,0,0.0,7828802,0.0,0.0,0.0,0,0,100.0,0,0
38,5619393611417369125,0.0,0.0,0.0,18431430,47.0,0,0.0,30.1,0,31590548.0,0.0,120395,0,0.0,7897637,0.0,0.0,0.0,0,0,100.0,0,0
39,5619393611417369125,0.0,0.0,0.0,18435479,46.6,0,0.0,30.4,0,31871336.0,0.0,120296,0,0.0,7967834,0.0,0.0,0.0,0,0,100.0,0,0
40,5619393611417369125,0.0,0.0,0.0,18434245,46.1,0,0.0,30.7,0,32150744.0,0.0,120576,0,0.0,8037686,0.0,0.0,0.0,0,0,100.0,0,0
41,5619393611417369125,0.0,0.0,0.0,18441323,45.6,0,0.0,30.9,0,32427748.0,0.0,120625,0,0.0,8106937,0.0,0.0,0.0,0,0,100.0,0,0
42,5619393611417369125,0.0,0.0,0.0,18435835,45.2,0,0.0,31.2,0,32707996.0,0.0,120592,0,0.0,8176999,0.0,0.0,0.0,0,0,100.0,0,0
43,5619393611417369125,0.0,0.0,0.0,18435803,44.7,0,0.0,31.5,0,32983988.0,0.0,120223,0,0.0,8245997,0.0,0.0,0.0,0,0,100.0,0,0
44,5619393611417369125,0.0,0.0,0.0,18439506,44.2,0,0.0,31.7,0,33264352.0,0.0,120369,0,0.0,8316088,0.0,0.0,0.0,0,0,100.0,0,0
45,5619393611417369125,0.0,0.0,0.0,18449029,43.8,0,0.0,32.0,0,33543852.0,0.0,120359,0,0.0,8385963,0.0,0.0,0.0,0,0,100.0,0,0
46,5619393611417369125,0.0,0.0,0.0,18442830,43.3,0,0.0,32.3,0,33819768.0,0.0,120112,0,0.0,8454942,0.0,0.0,0.0,0,0,100.0,0,0
47,5619393611417369125,0.0,0.0,0.0,18446088,42.8,0,0.0,32.5,0,34100464.0,0.0,120547,0,0.0,8525116,0.0,0.0,0.0,0,0,100.0,0,0
48,5619393611417369125,0.0,0.0,0.0,18441271,42.4,0,0.0,32.8,0,34381016.0,0.0,120575,0,0.0,8595254,0.0,0.0,0.0,0,0,100.0,0,0
49,5619393611417369125,0.0,0.0,0.0,18437789,41.9,0,0.0,33.1,0,34657836.0,0.0,120309,0,0.0,8664459,0.0,0.0,0.0,0,0,100.0,0,0
50,5619393611417369125,0.0,0.0,0.0,18421750,41.4,0,0.0,33.3,0,34934080.0,0.0,120272,0,0.0,8733520,0.0,0.0,0.0,0,0,100.0,0,0
51,5619393611417369125,0.0,0.0,0.0,18411668,41.0,0,0.0,33.6,0,35212000.0,0.0,120290,0,0.0,8803000,0.0,0.0,0.0,0,0,100.0,0,0
52,5619393611417369125,0.0,0.0,0.0,18411555,40.5,0,0.0,33.8,0,35491332.0,0.0,120251,0,0.0,8872833,0.0,0.0,0.0,0,0,100.0,0,0
53,5619393611417369125,0.0,0.0,0.0,18408973,40.0,0,0.0,34.1,0,35769252.0,0.0,120619,0,0.0,8942313,0.0,0.0,0.0,0,0,100.0,0,0
54,5619393611417369125,0.0,0.0,0.0,18399437,39.6,0,0.0,34.4,0,36048412.0,0.0,120557,0,0.0,9012103,0.0,0.0,0.0,0,0,100.0,0,0
55,5619393611417369125,0.0,0.0,0.0,18385360,39.1,0,0.0,34.6,0,36328416.0,0.0,120629,0,0.0,9082104,0.0,0.0,0.0,0,0,100.0,0,0
56,5619393611417369125,0.0,0.0,0.0,18385569,38.6,0,0.0,34.9,0,36608364.0,0.0,120496,0,0.0,9152091,0.0,0.0,0.0,0,0,100.0,0,0
57,5619393611417369125,0.0,0.0,0.0,18380557,38.2,0,0.0,35.2,0,36884360.0,0.0,120178,0,0.0,9221090,0.0,0.0,0.0,0,0,100.0,0,0
58,5619393611417369125,0.0,0.0,0.0,18364597,37.7,0,0.0,35.4,0,37166224.0,0.0,120744,0,0.0,9291556,0.0,0.0,0.0,0,0,100.0,0,0
59,5619393611417369125,0.0,0.0,0.0,18356389,37.2,0,0.0,35.7,0,37447948.0,0.0,120518,0,0.0,9361987,0.0,0.0,0.0,0,0,100.0,0,0
60,5619393611417369125,0.0,0.0,0.0,18358032,36.8,0,0.0,36.0,0,37724580.0,0.0,120745,0,0.0,9431145,0.0,0.0,0.0,0,0,100.0,0,0
61,5619393611417369125,0.0,0.0,0.0,18372614,36.3,0,0.0,36.2,0,38005592.0,0.0,120809,0,0.0,9501398,0.0,0.0,0.0,0,0,100.0,0,0
62,5619393611417369125,0.0,0.0,0.0,18382839,35.8,0,0.0,36.5,0,38284976.0,0.0,120626,0,0.0,9571244,0.0,0.0,0.0,0,0,100.0,0,0
63,5619393611417369125,0.0,0.0,0.0,18363495,35.4,0,0.0,36.8,0,38563608.0,0.0,120440,0,0.0,9640902,0.0,0.0,0.0,0,0,100.0,0,0
64,5619393611417369125,0.0,0.0,0.0,18366575,34.9,0,0.0,37.0,0,38846212.0,0.0,120483,0,0.0,9711553,0.0,0.0,0.0,0,0,100.0,0,0
65,5619393611417369125,0.0,0.0,0.0,18388845,34.4,0,0.0,37.3,0,39123760.0,0.0,120378,0,0.0,9780940,0.0,0.0,0.0,0,0,100.0,0,0
66,5619393611417369125,0.0,0.0,0.0,18388343,33.9,0,0.0,37.6,0,39400636.0,0.0,120533,0,0.0,9850159,0.0,0.0,0.0,0,0,100.0,0,0
67,5619393611417369125,0.0,0.0,0.0,18407941,33.5,0,0.0,37.8,0,39683164.0,0.0,120725,0,0.0,9920791,0.0,0.0,0.0,0,0,100.0,0,0
68,5619393611417369125,0.0,0.0,0.0,18437694,33.0,0,0.0,38.1,0,39958616.0,0.0,120130,0,0.0,9989654,0.0,0.0,0.0,0,0,100.0,0,0
69,5619393611417369125,0.0,0.0,0.0,18447753,32.5,0,0.0,38.4,0,40238460.0,0.0,120330,0,0.0,10059615,0.0,0.0,0.0,0,0,100.0,0,0
70,5619393611417369125,0.0,0.0,0.0,18498303,32.1,0,0.0,38.6,0,40519404.0,0.0,120770,0,0.0,10129851,0.0,0.0,0.0,0,0,100.0,0,0
71,5619393611417369125,0.0,0.0,0.0,18544643,31.6,0,0.0,38.9,0,40789620.0,0.0,123994,0,0.0,10197408,0.0,0.0,0.0,0,0,100.0,0,0
72,5619393611417369125,0.0,0.0,0.0,18558911,31.1,0,0.0,39.2,0,41082084.0,0.0,126140,0,0.0,10270526,0.0,0.0,0.0,0,0,100.0,0,0
73,5619393611417369125,0.0,0.0,0.0,18556277,30.6,0,0.0,39.5,0,41373376.0,0.0,125955,0,0.0,10343349,0.0,0.0,0.0,0,0,100.0,0,0
74,5619393611417369125,0.0,0.0,0.0,18556009,30.2,0,0.0,39.7,0,41664948.0,0.0,126029,0,0.0,10416242,0.0,0.0,0.0,0,0,100.0,0,0
75,5619393611417369125,0.0,0.0,0.0,18566686,29.7,0,0.0,40.0,0,41956076.0,0.0,125925,0,0.0,10489027,0.0,0.0,0.0,0,0,100.0,0,0
76,5619393611417369125,0.0,0.0,0.0,18534512,29.2,0,0.0,40.3,0,42248868.0,0.0,126274,0,0.0,10562221,0.0,0.0,0.0,0,0,100.0,0,0
77,5619393611417369125,0.0,0.0,0.0,18564537,28.7,0,0.0,40.6,0,42539296.0,0.0,126020,0,0.0,10634826,0.0,0.0,0.0,0,0,100.0,0,0
78,5619393611417369125,0.0,0.0,0.0,18555905,28.2,0,0.0,40.8,0,42831980.0,0.0,126194,0,0.0,10707999,0.0,0.0,0.0,0,0,100.0,0,0
79,5619393611417369125,0.0,0.0,0.0,18518301,27.7,0,0.0,41.1,0,43123712.0,0.0,126023,0,0.0,10780927,0.0,0.0,0.0,0,0,100.0,0,0
80,5619393611417369125,0.0,0.0,0.0,18504230,27.2,0,0.0,41.4,0,43416892.0,0.0,126298,0,0.0,10854227,0.0,0.0,0.0,0,0,100.0,0,0
81,5619393611417369125,0.0,0.0,0.0,18502264,26.7,0,0.0,41.7,0,43710784.0,0.0,125836,0,0.0,10927697,0.0,0.0,0.0,0,0,100.0,0,0
