t,c_hash,r_mib,w_mib,submit_ms,rounds,free_pct,touches,iterate_children_pct,space_usage_gib,key,space_usage_kib,p2_pct,allocate_ops,unswizzled,evicted_mib,consumed_pages,poll_pct,p3_pct,find_parent_pct,async_mb_ws,pc1,p1_pct,pc2,pc3
0,1794317337311065580,0.0,0.0,0.0,286625677,65.2,0,0.0,19.8,0,20775304.0,0.0,5193827,0,0.0,5193831,0.0,0.0,0.0,0,0,100.0,0,0
1,1794317337311065580,0.0,0.0,0.0,20895713,64.2,0,0.0,20.4,0,21365532.0,0.0,227604,0,0.0,5341384,0.0,0.0,0.0,0,0,100.0,0,0
2,1794317337311065580,0.0,0.0,0.0,18821605,63.6,0,0.0,20.7,0,21695676.0,0.0,132962,0,0.0,5423920,0.0,0.0,0.0,0,0,100.0,0,0
3,1794317337311065580,0.0,0.0,0.0,18352196,63.2,0,0.0,21.0,0,21967788.0,0.0,122766,0,0.0,5491947,0.0,0.0,0.0,0,0,100.0,0,0
4,1794317337311065580,0.0,0.0,0.0,20570752,62.7,0,0.0,21.2,0,22260764.0,0.0,158352,0,0.0,5565203,0.0,0.0,0.0,0,0,100.0,0,0
5,1794317337311065580,0.0,0.0,0.0,18775494,62.2,0,0.0,21.5,0,22560728.0,0.0,130673,0,0.0,5640184,0.0,0.0,0.0,0,0,100.0,0,0
6,1794317337311065580,0.0,0.0,0.0,19285259,61.4,0,0.0,22.0,0,23054268.0,0.0,188136,0,0.0,5763572,0.0,0.0,0.0,0,0,100.0,0,0
7,1794317337311065580,0.0,0.0,0.0,18876035,60.8,0,0.0,22.3,0,23359596.0,0.0,129591,0,0.0,5839903,0.0,0.0,0.0,0,0,100.0,0,0
8,1794317337311065580,0.0,0.0,0.0,19832395,60.3,0,0.0,22.6,0,23668628.0,0.0,127159,0,0.0,5917157,0.0,0.0,0.0,0,0,100.0,0,0
9,1794317337311065580,0.0,0.0,0.0,19736138,59.9,0,0.0,22.8,0,23946744.0,0.0,133669,0,0.0,5986629,0.0,0.0,0.0,0,0,100.0,0,0
10,1794317337311065580,0.0,0.0,0.0,18465556,59.5,0,0.0,23.1,0,24185356.0,0.0,127662,0,0.0,6046341,0.0,0.0,0.0,0,0,100.0,0,0
11,1794317337311065580,0.0,0.0,0.0,20400667,58.7,0,0.0,23.5,0,24618688.0,0.0,188831,0,0.0,6154676,0.0,0.0,0.0,0,0,100.0,0,0
12,1794317337311065580,0.0,0.0,0.0,18322380,58.1,0,0.0,23.8,0,25006636.0,0.0,143362,0,0.0,6251661,0.0,0.0,0.0,0,0,100.0,0,0
13,1794317337311065580,0.0,0.0,0.0,18479103,57.5,0,0.0,24.2,0,25345156.0,0.0,135858,0,0.0,6336289,0.0,0.0,0.0,0,0,100.0,0,0
14,1794317337311065580,0.0,0.0,0.0,19243898,56.9,0,0.0,24.5,0,25692364.0,0.0,133062,0,0.0,6423091,0.0,0.0,0.0,0,0,100.0,0,0
15,1794317337311065580,0.0,0.0,0.0,19013177,56.6,0,0.0,24.7,0,25880276.0,0.0,117658,0,0.0,6470058,0.0,0.0,0.0,0,0,100.0,0,0
16,1794317337311065580,0.0,0.0,0.0,19517309,55.9,0,0.0,25.1,0,26309328.0,0.0,194811,0,0.0,6577336,0.0,0.0,0.0,0,0,100.0,0,0
17,1794317337311065580,0.0,0.0,0.0,17701605,55.3,0,0.0,25.4,0,26637932.0,0.0,132058,0,0.0,6659484,0.0,0.0,0.0,0,0,100.0,0,0
18,1794317337311065580,0.0,0.0,0.0,18883359,54.7,0,0.0,25.8,0,27005812.0,0.0,150590,0,0.0,6751454,0.0,0.0,0.0,0,0,100.0,0,0
19,1794317337311065580,0.0,0.0,0.0,21364464,54.1,0,0.0,26.1,0,27360560.0,0.0,138610,0,0.0,6840141,0.0,0.0,0.0,0,0,100.0,0,0
20,1794317337311065580,0.0,0.0,0.0,18213304,53.7,0,0.0,26.3,0,27594184.0,0.0,111627,0,0.0,6898546,0.0,0.0,0.0,0,0,100.0,0,0
21,1794317337311065580,0.0,0.0,0.0,17966429,53.1,0,0.0,26.7,0,27957896.0,0.0,194266,0,0.0,6989476,0.0,0.0,0.0,0,0,100.0,0,0
22,1794317337311065580,0.0,0.0,0.0,17584739,52.7,0,0.0,26.9,0,28239552.0,0.0,124225,0,0.0,7059895,0.0,0.0,0.0,0,0,100.0,0,0
23,1794317337311065580,0.0,0.0,0.0,19081615,51.9,0,0.0,27.4,0,28689760.0,0.0,162556,0,0.0,7172440,0.0,0.0,0.0,0,0,100.0,0,0
24,1794317337311065580,0.0,0.0,0.0,18308108,51.3,0,0.0,27.7,0,29039856.0,0.0,137503,0,0.0,7259964,0.0,0.0,0.0,0,0,100.0,0,0
25,1794317337311065580,0.0,0.0,0.0,18744855,50.9,0,0.0,27.9,0,29269476.0,0.0,113447,0,0.0,7317369,0.0,0.0,0.0,0,0,100.0,0,0
26,1794317337311065580,0.0,0.0,0.0,18864823,50.3,0,0.0,28.3,0,29624892.0,0.0,188904,0,0.0,7406232,0.0,0.0,0.0,0,0,100.0,0,0
27,1794317337311065580,0.0,0.0,0.0,18722605,49.8,0,0.0,28.5,0,29933700.0,0.0,132517,0,0.0,7483435,0.0,0.0,0.0,0,0,100.0,0,0
28,1794317337311065580,0.0,0.0,0.0,19906211,49.1,0,0.0,28.9,0,30350436.0,0.0,158891,0,0.0,7587611,0.0,0.0,0.0,0,0,100.0,0,0
29,1794317337311065580,0.0,0.0,0.0,18437050,48.5,0,0.0,29.3,0,30721004.0,0.0,137044,0,0.0,7680251,0.0,0.0,0.0,0,0,100.0,0,0
30,1794317337311065580,0.0,0.0,0.0,18409649,48.1,0,0.0,29.5,0,30957948.0,0.0,114848,0,0.0,7739487,0.0,0.0,0.0,0,0,100.0,0,0
31,1794317337311065580,0.0,0.0,0.0,17383728,47.7,0,0.0,29.8,0,31206348.0,0.0,141551,0,0.0,7801576,0.0,0.0,0.0,0,0,100.0,0,0
32,1794317337311065580,0.0,0.0,0.0,17935468,47.2,0,0.0,30.0,0,31495584.0,0.0,128451,0,0.0,7873896,0.0,0.0,0.0,0,0,100.0,0,0
33,1794317337311065580,0.0,0.0,0.0,19449254,46.3,0,0.0,30.5,0,32008696.0,0.0,195225,0,0.0,8002174,0.0,0.0,0.0,0,0,100.0,0,0
34,1794317337311065580,0.0,0.0,0.0,17337461,45.9,0,0.0,30.8,0,32299440.0,0.0,130310,0,0.0,8074865,0.0,0.0,0.0,0,0,100.0,0,0
35,1794317337311065580,0.0,0.0,0.0,18508954,45.3,0,0.0,31.1,0,32622280.0,0.0,135370,0,0.0,8155570,0.0,0.0,0.0,0,0,100.0,0,0
36,1794317337311065580,0.0,0.0,0.0,21433653,44.7,0,0.0,31.4,0,32975832.0,0.0,134363,0,0.0,8243958,0.0,0.0,0.0,0,0,100.0,0,0
37,1794317337311065580,0.0,0.0,0.0,18835542,44.3,0,0.0,31.7,0,33209800.0,0.0,112248,0,0.0,8302450,0.0,0.0,0.0,0,0,100.0,0,0
38,1794317337311065580,0.0,0.0,0.0,19314032,43.7,0,0.0,32.0,0,33587192.0,0.0,198290,0,0.0,8396802,0.0,0.0,0.0,0,0,100.0,0,0
39,1794317337311065580,0.0,0.0,0.0,18942596,43.2,0,0.0,32.3,0,33891192.0,0.0,129816,0,0.0,8472806,0.0,0.0,0.0,0,0,100.0,0,0
40,1794317337311065580,0.0,0.0,0.0,19822619,42.5,0,0.0,32.7,0,34312208.0,0.0,155475,0,0.0,8578053,0.0,0.0,0.0,0,0,100.0,0,0
41,1794317337311065580,0.0,0.0,0.0,21824696,41.9,0,0.0,33.0,0,34650484.0,0.0,136640,0,0.0,8662621,0.0,0.0,0.0,0,0,100.0,0,0
42,1794317337311065580,0.0,0.0,0.0,19072393,41.6,0,0.0,33.2,0,34830524.0,0.0,120195,0,0.0,8707626,0.0,0.0,0.0,0,0,100.0,0,0
43,1794317337311065580,0.0,0.0,0.0,18057940,40.8,0,0.0,33.7,0,35286448.0,0.0,199650,0,0.0,8821619,0.0,0.0,0.0,0,0,100.0,0,0
44,1794317337311065580,0.0,0.0,0.0,19972255,40.3,0,0.0,34.0,0,35617152.0,0.0,123103,0,0.0,8904291,0.0,0.0,0.0,0,0,100.0,0,0
45,1794317337311065580,0.0,0.0,0.0,19489755,39.6,0,0.0,34.3,0,36009696.0,0.0,155094,0,0.0,9002425,0.0,0.0,0.0,0,0,100.0,0,0
46,1794317337311065580,0.0,0.0,0.0,18278504,39.1,0,0.0,34.7,0,36354824.0,0.0,134758,0,0.0,9088706,0.0,0.0,0.0,0,0,100.0,0,0
47,1794317337311065580,0.0,0.0,0.0,19500758,38.7,0,0.0,34.9,0,36574644.0,0.0,112296,0,0.0,9143661,0.0,0.0,0.0,0,0,100.0,0,0
48,1794317337311065580,0.0,0.0,0.0,19053449,38.2,0,0.0,35.2,0,36876232.0,0.0,169726,0,0.0,9219062,0.0,0.0,0.0,0,0,100.0,0,0
49,1794317337311065580,0.0,0.0,0.0,19327279,37.6,0,0.0,35.5,0,37251880.0,0.0,151983,0,0.0,9312974,0.0,0.0,0.0,0,0,100.0,0,0
50,1794317337311065580,0.0,0.0,0.0,19468228,36.9,0,0.0,35.9,0,37652976.0,0.0,158895,0,0.0,9413244,0.0,0.0,0.0,0,0,100.0,0,0
51,1794317337311065580,0.0,0.0,0.0,18439660,36.3,0,0.0,36.2,0,37984720.0,0.0,134811,0,0.0,9496180,0.0,0.0,0.0,0,0,100.0,0,0
