Loading TPC-C
TPC-C loaded - consumed space in GiB = 19.6558
Warehouse pages = 8
+-----+------------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+
| t   | OLTP TX    | RF %     | Abort%   | OLAP TX  | W MiB    | R MiB    | Instrs/- | Cycles/- | CPUs     | L1/TX    | LLC/TX   | GHz      | WAL      | GCT      | Space G  | GCT      |
| 9   | 331110     | 97.5310- | 5.875029 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.7      | 1.0      | 22.8     | 2        |
| 10  | 246021     | 97.4924- | 6.047934 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 0.4      | 23.1     | 1        |
| 11  | 300115     | 97.4079- | 6.096096 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.6      | 0.5      | 23.5     | 1        |
| 12  | 251988     | 97.4304- | 6.254813 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 0.4      | 23.8     | 1        |
| 13  | 219159     | 97.4529- | 6.405504 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 0.5      | 24.2     | 1        |
| 14  | 306277     | 97.4287- | 5.939782 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.7      | 1.0      | 24.5     | 2        |
| 15  | 232164     | 97.4466- | 5.951267 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 0.4      | 24.7     | 1        |
| 16  | 336189     | 97.4752- | 5.867118 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.7      | 0.5      | 25.1     | 1        |
| 17  | 244240     | 97.5073- | 5.949401 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 0.4      | 25.4     | 1        |
| 18  | 229089     | 97.4036- | 6.204093 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 0.5      | 25.8     | 1        |
| 19  | 294926     | 97.5424- | 6.117278 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.6      | 1.0      | 26.1     | 2        |
| 20  | 239861     | 97.5852- | 5.992898 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 0.4      | 26.3     | 1        |
| 21  | 332916     | 97.6165- | 6.093609 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.7      | 0.5      | 26.7     | 1        |
| 22  | 244334     | 97.4686- | 5.961004 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 0.4      | 26.9     | 1        |
| 23  | 235755     | 97.4728- | 6.145125 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 0.5      | 27.4     | 1        |
| 24  | 268919     | 97.3687- | 6.157438 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.6      | 1.0      | 27.7     | 2        |
| 25  | 242899     | 97.5438- | 6.124902 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 0.4      | 27.9     | 1        |
| 26  | 358268     | 97.4089- | 5.980964 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.8      | 0.5      | 28.3     | 1        |
| 27  | 233289     | 97.5048- | 6.120371 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 0.4      | 28.5     | 1        |
| 28  | 244491     | 97.5058- | 6.269264 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 0.5      | 28.9     | 1        |
| 29  | 244507     | 97.5849- | 6.222146 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 0.4      | 29.3     | 1        |
| 30  | 206837     | 97.4762- | 6.111212 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.4      | 0.5      | 29.5     | 1        |
| 31  | 342144     | 97.4575- | 5.897108 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.7      | 1.0      | 29.8     | 2        |
| 32  | 250571     | 97.4418- | 6.031411 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 0.4      | 30.0     | 1        |
| 33  | 295607     | 97.5819- | 5.886417 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.6      | 0.5      | 30.5     | 1        |
| 34  | 243512     | 97.5393- | 5.994804 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 0.4      | 30.8     | 1        |
| 35  | 218876     | 97.5086- | 6.168119 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 0.5      | 31.1     | 1        |
| 36  | 301752     | 97.5937- | 6.092802 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.6      | 1.0      | 31.4     | 2        |
| 37  | 215137     | 97.5713- | 6.093079 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 0.4      | 31.7     | 1        |
| 38  | 360054     | 97.5378- | 6.115648 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.8      | 0.5      | 32.0     | 1        |
| 39  | 250377     | 97.4382- | 6.161878 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 0.4      | 32.3     | 1        |
| 40  | 224764     | 97.4092- | 6.211559 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 0.5      | 32.7     | 1        |
| 41  | 319988     | 97.4567- | 5.969127 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.7      | 1.0      | 33.0     | 2        |
| 42  | 239432     | 97.4205- | 6.085210 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 0.4      | 33.2     | 1        |
| 43  | 322075     | 97.5226- | 6.091548 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.7      | 0.5      | 33.7     | 1        |
| 44  | 237847     | 97.5984- | 5.938022 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 0.4      | 34.0     | 1        |
| 45  | 230781     | 97.6293- | 6.204887 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 0.5      | 34.3     | 1        |
| 46  | 255409     | 97.5748- | 6.007022 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 1.0      | 34.7     | 2        |
| 47  | 255039     | 97.5646- | 6.040835 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 0.4      | 34.9     | 1        |
| 48  | 351327     | 97.5148- | 5.993428 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.7      | 0.5      | 35.2     | 1        |
| 49  | 246920     | 97.4420- | 6.057632 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 0.4      | 35.5     | 1        |
| 50  | 242282     | 97.4550- | 5.947524 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 0.5      | 35.9     | 1        |
| 51  | 244443     | 97.6207- | 6.325733 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 0.4      | 36.2     | 1        |
| 52  | 264851     | 97.5597- | 5.834773 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.6      | 1.0      | 36.5     | 2        |
| 53  | 340393     | 97.5898- | 6.007991 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.7      | 0.5      | 36.8     | 1        |
| 54  | 242502     | 97.5732- | 5.954486 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 0.4      | 37.1     | 1        |
| 55  | 258878     | 97.4961- | 6.065444 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 0.5      | 37.5     | 1        |
| 56  | 285953     | 97.6321- | 6.138131 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.6      | 1.0      | 37.8     | 2        |
| 57  | 247015     | 97.5187- | 5.947776 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 0.4      | 38.1     | 1        |
| 58  | 344316     | 97.5365- | 5.920477 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.7      | 0.5      | 38.4     | 1        |
| 59  | 238749     | 97.5178- | 6.176832 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 0.4      | 38.7     | 1        |
| 60  | 235150     | 97.4539- | 6.324818 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 0.5      | 39.1     | 1        |
| 61  | 255281     | 97.5673- | 5.989431 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 1.0      | 39.5     | 2        |
| 62  | 260809     | 97.5322- | 5.494740 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.6      | 0.4      | 39.7     | 1        |
| 63  | 358946     | 97.4528- | 5.775591 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.8      | 0.5      | 40.0     | 1        |
| 64  | 239397     | 97.5350- | 6.025955 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 0.4      | 40.3     | 1        |
| 65  | 238715     | 97.5816- | 6.616620 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 0.5      | 40.8     | 1        |
| 66  | 307875     | 97.5506- | 5.990931 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.7      | 1.0      | 41.1     | 2        |
| 67  | 254492     | 97.4788- | 6.127538 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 0.4      | 41.2     | 1        |
| 68  | 318675     | 97.4196- | 5.967282 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.7      | 0.5      | 41.7     | 1        |
| 69  | 238568     | 97.4585- | 5.816772 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 0.4      | 42.0     | 1        |
| 70  | 232507     | 97.4499- | 6.379680 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 0.5      | 42.4     | 1        |
| 71  | 287516     | 97.4853- | 5.727823 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.6      | 1.0      | 42.7     | 2        |
| 72  | 252582     | 97.4570- | 6.117655 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 0.4      | 42.9     | 1        |
| 73  | 338391     | 97.4993- | 6.212220 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.7      | 0.5      | 43.3     | 1        |
| 74  | 232304     | 97.4795- | 5.846114 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 0.4      | 43.5     | 1        |
| 75  | 240725     | 97.5262- | 6.293671 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 0.5      | 44.0     | 1        |
| 76  | 251929     | 97.4742- | 6.228621 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 1.0      | 44.3     | 2        |
| 77  | 245562     | 97.4026- | 5.808842 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 0.4      | 44.5     | 1        |
| 78  | 368583     | 97.4982- | 6.076035 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.8      | 0.5      | 44.8     | 1        |
| 79  | 227746     | 97.4462- | 6.001948 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 0.4      | 45.1     | 1        |
| 80  | 261648     | 97.5000- | 6.301299 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.6      | 0.5      | 45.6     | 1        |
| 81  | 244896     | 97.6345- | 6.291111 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 0.4      | 45.9     | 1        |
| 82  | 254484     | 97.4744- | 5.738637 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 1.0      | 46.1     | 2        |
| 83  | 362555     | 97.4610- | 5.954694 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.8      | 0.5      | 46.4     | 1        |
| 84  | 245365     | 97.4352- | 5.777428 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 0.4      | 46.7     | 1        |
| 85  | 241108     | 97.5334- | 6.275559 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 0.5      | 47.2     | 1        |
| 86  | 250921     | 97.5350- | 5.722316 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 0.4      | 47.5     | 1        |
| 87  | 207543     | 97.5378- | 6.017271 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.4      | 0.5      | 47.7     | 1        |
| 88  | 358325     | 97.4662- | 5.991416 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.8      | 1.0      | 48.0     | 2        |
| 89  | 251511     | 97.5058- | 6.018653 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 0.4      | 48.3     | 1        |
| 90  | 289666     | 97.5292- | 6.216592 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.6      | 0.5      | 48.7     | 1        |
| 91  | 245075     | 97.6035- | 5.908663 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 0.4      | 49.1     | 1        |
| 92  | 207757     | 97.5346- | 6.232031 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.4      | 0.5      | 49.4     | 1        |
| 93  | 302245     | 97.5609- | 6.093681 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.6      | 1.0      | 49.7     | 2        |
| 94  | 251475     | 97.5464- | 5.876651 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 0.4      | 49.8     | 1        |
| 95  | 328988     | 97.5418- | 6.185696 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.7      | 0.5      | 50.3     | 1        |
| 96  | 246357     | 97.4959- | 6.009714 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 0.4      | 50.6     | 1        |
| 97  | 224377     | 97.4823- | 6.655434 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 100.000- | 0.5      | 0.5      | 51.0     | 1        |
261599,261982,261959,261222,262665,261377,261956,261027,262031,262846,262012,260930,261245,262689,261213,262594,262054,261414,261601,261021,261732,261375,262202,261562,261382,261396,261305,261585,262001,261967,262143,262225,261052,260772,262198,261719,262467,261751,260179,261015,261117,259343,262455,261304,262460,262348,261393,261058,262374,260666,261174,261279,261093,261103,260179,262459,260769,260686,261248,260106,261173,261836,261210,260754,260896,260528,261756,260967,261337,261240,261634,260695,261452,260554,261455,261739,262524,260311,259865,260762,261877,260286,262270,260792,261019,261292,260287,261129,260482,260773,261666,259006,260449,260358,261334,261555,259623,260433,260985,261226,
TPC-C = 26131609
CH = 0

consumed space in GiB = 50.5739
