Loading TPC-C
TPC-C loaded - consumed space in GiB = 19.7124
Warehouse pages = 8
+-----+------------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+
| t   | OLTP TX    | RF %     | Abort%   | OLAP TX  | W MiB    | R MiB    | Instrs/- | Cycles/- | CPUs     | L1/TX    | LLC/TX   | GHz      | WAL      | GCT      | Space G  | GCT      |
| 46  | 134498     | 81.6331- | 0.732890 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 27.0     | 885      |
| 47  | 133033     | 81.6932- | 0.723864 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 27.2     | 890      |
| 48  | 132925     | 81.4308- | 0.747428 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 27.3     | 899      |
| 49  | 132327     | 81.3394- | 0.731422 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 27.5     | 886      |
| 50  | 133566     | 83.3670- | 0.772625 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 27.7     | 760      |
| 51  | 132760     | 83.2811- | 0.787660 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 27.8     | 767      |
| 52  | 133489     | 80.9894- | 0.739127 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 28.0     | 912      |
| 53  | 133367     | 80.8910- | 0.759740 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 28.1     | 908      |
| 54  | 133179     | 80.9008- | 0.769678 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 28.3     | 904      |
| 55  | 132919     | 80.8341- | 0.751908 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 28.4     | 911      |
| 56  | 133102     | 80.5292- | 0.747181 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 28.6     | 930      |
| 57  | 133681     | 82.2330- | 0.726279 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 28.7     | 824      |
| 58  | 133001     | 83.1941- | 0.724778 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 28.9     | 758      |
| 59  | 133335     | 83.2782- | 0.748841 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 29.0     | 754      |
| 60  | 133570     | 81.0496- | 0.710643 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 29.2     | 903      |
| 61  | 132545     | 81.5624- | 0.736175 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 29.4     | 847      |
| 62  | 133558     | 80.5387- | 0.743174 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 29.5     | 928      |
| 63  | 133169     | 80.2852- | 0.722390 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 29.7     | 931      |
| 64  | 133359     | 80.5097- | 0.779721 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 29.8     | 929      |
| 65  | 133456     | 81.6696- | 0.734878 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 30.0     | 838      |
| 66  | 133362     | 82.7439- | 0.736131 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 30.1     | 772      |
| 67  | 133680     | 82.6847- | 0.755028 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 30.3     | 773      |
| 68  | 132964     | 82.4268- | 0.767210 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 30.5     | 773      |
| 69  | 133263     | 82.7694- | 0.774368 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 30.6     | 772      |
| 70  | 133374     | 81.5818- | 0.733849 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 30.8     | 833      |
| 71  | 133259     | 80.0801- | 0.761830 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 30.9     | 922      |
| 72  | 133666     | 81.2772- | 0.758054 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 31.1     | 861      |
| 73  | 132916     | 80.4666- | 0.722272 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 31.2     | 895      |
| 74  | 132618     | 79.8345- | 0.757315 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 31.4     | 925      |
| 75  | 132384     | 79.9311- | 0.711007 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 31.5     | 929      |
| 76  | 133113     | 80.2941- | 0.773015 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 31.7     | 895      |
| 77  | 133079     | 79.9637- | 0.769512 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 31.9     | 929      |
| 78  | 133082     | 79.8237- | 0.774674 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 32.0     | 929      |
| 79  | 133028     | 81.0250- | 0.772025 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 32.2     | 850      |
| 80  | 133336     | 81.8188- | 0.733318 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 32.3     | 790      |
| 81  | 132344     | 82.0286- | 0.757383 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 32.5     | 776      |
| 82  | 133473     | 81.8060- | 0.760617 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 32.6     | 779      |
| 83  | 132900     | 81.5665- | 0.703073 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 32.8     | 806      |
| 84  | 132079     | 79.7545- | 0.797651 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 32.9     | 927      |
| 85  | 132486     | 79.6974- | 0.740963 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 33.1     | 926      |
| 86  | 132773     | 79.5779- | 0.766080 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 33.3     | 927      |
| 87  | 132461     | 81.5002- | 0.757462 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 33.4     | 806      |
| 88  | 133093     | 82.1080- | 0.781267 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 33.6     | 774      |
| 89  | 132701     | 81.4861- | 0.773171 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 33.7     | 812      |
| 90  | 132810     | 79.5926- | 0.732491 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 33.9     | 925      |
| 91  | 132128     | 80.1389- | 0.735499 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 34.0     | 880      |
| 92  | 132783     | 81.9758- | 0.778629 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 34.2     | 777      |
| 93  | 132487     | 81.4962- | 0.764748 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 34.3     | 812      |
| 94  | 132521     | 79.3345- | 0.742999 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 34.5     | 931      |
| 95  | 132290     | 81.2737- | 0.742052 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 34.6     | 808      |
| 96  | 131946     | 80.2767- | 0.720821 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 34.8     | 864      |
| 97  | 132337     | 79.4396- | 0.755190 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 35.0     | 932      |
| 98  | 131670     | 79.8625- | 0.742528 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 35.1     | 894      |
| 99  | 132714     | 79.6404- | 0.752318 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 35.3     | 916      |
| 100 | 132493     | 81.7884- | 0.723818 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 35.4     | 779      |
| 101 | 131825     | 81.4746- | 0.761836 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 35.6     | 779      |
| 102 | 132463     | 81.7737- | 0.716540 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 35.7     | 776      |
| 103 | 131947     | 81.5228- | 0.744714 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 35.9     | 777      |
| 104 | 132061     | 81.2192- | 0.764213 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 36.0     | 799      |
| 105 | 133290     | 81.6782- | 0.703250 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 36.2     | 775      |
| 106 | 132535     | 81.5097- | 0.718384 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 36.3     | 776      |
| 107 | 132672     | 80.7103- | 0.718391 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 36.5     | 842      |
| 108 | 132491     | 80.4613- | 0.745397 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 36.7     | 838      |
| 109 | 133035     | 81.4109- | 0.736446 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 36.8     | 775      |
| 110 | 131809     | 81.4944- | 0.702867 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 37.0     | 775      |
| 111 | 132835     | 80.7904- | 0.757570 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 37.1     | 839      |
| 112 | 132087     | 80.7619- | 0.753625 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 37.3     | 810      |
| 113 | 132645     | 80.1319- | 0.769783 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 37.4     | 854      |
| 114 | 131967     | 79.2887- | 0.737882 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 37.6     | 908      |
| 115 | 132008     | 79.8057- | 0.718992 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 37.7     | 879      |
| 116 | 132407     | 79.0063- | 0.721307 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 37.9     | 926      |
| 117 | 132707     | 78.9792- | 0.756069 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 38.1     | 924      |
| 118 | 132147     | 79.1308- | 0.780112 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 10.0000- | 0.3      | 0.3      | 38.2     | 925      |
1507329,1595305,1599547,1568714,1579573,1600738,1582001,1595687,1601273,1596781,
TPC-C = 15826948
CH = 0

consumed space in GiB = 38.0457
