t,c_hash,cc_ms_commit_tx,cc_ms_start_tx,cc_ms_refresh_global_state,cc_ms_history_tree_insert,cc_ms_fat_tuple_conversion,cc_ms_fat_tuple,cc_ms_gc_history_tree,cc_ms_gc_graveyard,cc_ms_abort_tx,olap_tx_abort,wal_reserve_blocked,tx_abort,gct_phase_1_pct,cc_ms_history_tree_retrieve,olap_scanned_tuples,gct_phase_2_pct,gct_write_pct,wal_miss,cc_ms_gc_cm,wal_reserve_immediate,cc_cross_workers_visibility_check,gct_committed_tx,key,rfa_committed_tx,wal_hit,olap_tx,wal_read_gib,cc_prepare_igc,cc_snapshot_restart,gct_write_gib,cc_ms_snapshotting,wal_miss_pct,wal_write_gib,cc_ms_committing,tx,cc_versions_space_removed,wal_hit_pct,cc_ms_gc,gct_rounds,wal_total,cc_ms_olap_tx,cc_ms_oltp_tx
0,11643439080283627359,0,0,0,0,0,0,0,0,0,0,0,4088,0.0,0,0,0.0,100.0,0,0,0,0,1,0,11,0,0,0.0,0,0,12.7,0,-nan,12.8,0,64551,650661,-nan,0,1069,0.0,0,0
1,11643439080283627359,0,0,0,0,0,0,0,0,0,0,0,23700,0.0,0,0,0.3,99.7,0,0,0,0,90158,0,3298,0,0,0.0,0,0,0.7,0,-nan,0.8,0,388449,3699112,-nan,0,2,0.0,0,0
2,11643439080283627359,0,0,0,0,0,0,0,0,0,0,0,18543,0.0,0,0,0.3,99.7,0,0,0,0,334354,0,7987,0,0,0.0,0,0,0.8,0,-nan,0.7,0,311460,3956442,-nan,0,2,0.0,0,0
3,11643439080283627359,0,0,0,0,0,0,0,0,0,0,0,8088,0.0,0,0,0.2,99.8,0,0,0,0,217505,0,3564,0,0,0.0,0,0,0.3,0,-nan,0.3,0,145294,1557728,-nan,0,1,0.0,0,0
4,11643439080283627359,0,0,0,0,0,0,0,0,0,0,0,15978,0.0,0,0,0.4,99.6,0,0,0,0,122748,0,6614,0,0,0.0,0,0,0.5,0,-nan,0.6,0,263666,2480697,-nan,0,1,0.0,0,0
5,11643439080283627359,0,0,0,0,0,0,0,0,0,0,0,20850,0.0,0,0,0.3,99.7,0,0,0,0,378673,0,9228,0,0,0.0,0,0,0.8,0,-nan,0.8,0,361409,3827707,-nan,0,2,0.0,0,0
6,11643439080283627359,0,0,0,0,0,0,0,0,0,0,0,12382,0.0,0,0,0.2,99.8,0,0,0,0,213816,0,5473,0,0,0.0,0,0,0.3,0,-nan,0.5,0,215711,2319893,-nan,0,1,0.0,0,0
7,11643439080283627359,0,0,0,0,0,0,0,0,0,0,0,8904,0.0,0,0,0.4,99.6,0,0,0,0,127603,0,3834,0,0,0.0,0,0,0.5,0,-nan,0.3,0,148302,1693111,-nan,0,1,0.0,0,0
8,11643439080283627359,0,0,0,0,0,0,0,0,0,0,0,20617,0.0,0,0,0.3,99.7,0,0,0,0,371174,0,9102,0,0,0.0,0,0,0.8,0,-nan,0.8,0,362293,3982854,-nan,0,2,0.0,0,0
9,11643439080283627359,0,0,0,0,0,0,0,0,0,0,0,16412,0.0,0,0,0.3,99.7,0,0,0,0,368196,0,6787,0,0,0.0,0,0,0.8,0,-nan,0.6,0,283644,3444793,-nan,0,2,0.0,0,0
10,11643439080283627359,0,0,0,0,0,0,0,0,0,0,0,8608,0.0,0,0,0.2,99.8,0,0,0,0,241122,0,3534,0,0,0.0,0,0,0.3,0,-nan,0.3,0,148769,1658035,-nan,0,1,0.0,0,0
11,11643439080283627359,0,0,0,0,0,0,0,0,0,0,0,17020,0.0,0,0,0.4,99.6,0,0,0,0,116407,0,7373,0,0,0.0,0,0,0.5,0,-nan,0.6,0,289129,2624851,-nan,0,1,0.0,0,0
12,11643439080283627359,0,0,0,0,0,0,0,0,0,0,0,19452,0.0,0,0,0.3,99.7,0,0,0,0,361077,0,8910,0,0,0.0,0,0,0.8,0,-nan,0.7,0,346976,4066057,-nan,0,2,0.0,0,0
13,11643439080283627359,0,0,0,0,0,0,0,0,0,0,0,9818,0.0,0,0,0.2,99.8,0,0,0,0,215676,0,4483,0,0,0.0,0,0,0.3,0,-nan,0.4,0,176598,2266033,-nan,0,1,0.0,0,0
14,11643439080283627359,0,0,0,0,0,0,0,0,0,0,0,11206,0.0,0,0,0.4,99.6,0,0,0,0,145742,0,4958,0,0,0.0,0,0,0.5,0,-nan,0.4,0,195438,1673533,-nan,0,1,0.0,0,0
15,11643439080283627359,0,0,0,0,0,0,0,0,0,0,0,20425,0.0,0,0,0.3,99.7,0,0,0,0,371093,0,9168,0,0,0.0,0,0,0.8,0,-nan,0.8,0,358602,3979112,-nan,0,2,0.0,0,0
16,11643439080283627359,0,0,0,0,0,0,0,0,0,0,0,12318,0.0,0,0,0.2,99.8,0,0,0,0,216140,0,5262,0,0,0.0,0,0,0.3,0,-nan,0.5,0,216660,2226481,-nan,0,1,0.0,0,0
