t,c_hash,key,GHz,CPU,IPC
0,4776863557272425476,pp_2,1.0,-0.0,1.0
0,4776863557272425476,pp_3,1.0,-0.0,1.0
0,4776863557272425476,worker_0,1.0,-0.0,1.0
0,4776863557272425476,worker_1,1.0,-0.0,1.0
0,4776863557272425476,worker_2,1.0,-0.0,1.0
0,4776863557272425476,worker_3,1.0,-0.0,1.0
0,4776863557272425476,worker_4,1.0,-0.0,1.0
0,4776863557272425476,worker_5,1.0,-0.0,1.0
0,4776863557272425476,worker_6,1.0,-0.0,1.0
0,4776863557272425476,worker_7,1.0,-0.0,1.0
0,4776863557272425476,worker_8,1.0,-0.0,1.0
0,4776863557272425476,worker_9,1.0,-0.0,1.0
0,4776863557272425476,group_committer,1.0,-0.0,1.0
0,4776863557272425476,pp_0,1.0,-0.0,1.0
0,4776863557272425476,pp_1,1.0,-0.0,1.0
1,4776863557272425476,pp_2,1.0,-0.0,1.0
1,4776863557272425476,pp_3,1.0,-0.0,1.0
1,4776863557272425476,worker_0,1.0,-0.0,1.0
1,4776863557272425476,worker_1,1.0,-0.0,1.0
1,4776863557272425476,worker_2,1.0,-0.0,1.0
1,4776863557272425476,worker_3,1.0,-0.0,1.0
1,4776863557272425476,worker_4,1.0,-0.0,1.0
1,4776863557272425476,worker_5,1.0,-0.0,1.0
1,4776863557272425476,worker_6,1.0,-0.0,1.0
1,4776863557272425476,worker_7,1.0,-0.0,1.0
1,4776863557272425476,worker_8,1.0,-0.0,1.0
1,4776863557272425476,worker_9,1.0,-0.0,1.0
1,4776863557272425476,group_committer,1.0,-0.0,1.0
1,4776863557272425476,pp_0,1.0,-0.0,1.0
1,4776863557272425476,pp_1,1.0,-0.0,1.0
2,4776863557272425476,pp_2,1.0,-0.0,1.0
2,4776863557272425476,pp_3,1.0,-0.0,1.0
2,4776863557272425476,worker_0,1.0,-0.0,1.0
2,4776863557272425476,worker_1,1.0,-0.0,1.0
2,4776863557272425476,worker_2,1.0,-0.0,1.0
2,4776863557272425476,worker_3,1.0,-0.0,1.0
2,4776863557272425476,worker_4,1.0,-0.0,1.0
2,4776863557272425476,worker_5,1.0,-0.0,1.0
2,4776863557272425476,worker_6,1.0,-0.0,1.0
2,4776863557272425476,worker_7,1.0,-0.0,1.0
2,4776863557272425476,worker_8,1.0,-0.0,1.0
2,4776863557272425476,worker_9,1.0,-0.0,1.0
2,4776863557272425476,group_committer,1.0,-0.0,1.0
2,4776863557272425476,pp_0,1.0,-0.0,1.0
2,4776863557272425476,pp_1,1.0,-0.0,1.0
3,4776863557272425476,pp_2,1.0,-0.0,1.0
3,4776863557272425476,pp_3,1.0,-0.0,1.0
3,4776863557272425476,worker_0,1.0,-0.0,1.0
3,4776863557272425476,worker_1,1.0,-0.0,1.0
3,4776863557272425476,worker_2,1.0,-0.0,1.0
3,4776863557272425476,worker_3,1.0,-0.0,1.0
3,4776863557272425476,worker_4,1.0,-0.0,1.0
3,4776863557272425476,worker_5,1.0,-0.0,1.0
3,4776863557272425476,worker_6,1.0,-0.0,1.0
3,4776863557272425476,worker_7,1.0,-0.0,1.0
3,4776863557272425476,worker_8,1.0,-0.0,1.0
3,4776863557272425476,worker_9,1.0,-0.0,1.0
3,4776863557272425476,group_committer,1.0,-0.0,1.0
3,4776863557272425476,pp_0,1.0,-0.0,1.0
3,4776863557272425476,pp_1,1.0,-0.0,1.0
4,4776863557272425476,pp_2,1.0,-0.0,1.0
4,4776863557272425476,pp_3,1.0,-0.0,1.0
4,4776863557272425476,worker_0,1.0,-0.0,1.0
