Loading TPC-C
TPC-C loaded - consumed space in GiB = 20.139
Warehouse pages = 8
+-----+------------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+
| t   | OLTP TX    | RF %     | Abort%   | OLAP TX  | W MiB    | R MiB    | Instrs/- | Cycles/- | CPUs     | L1/TX    | LLC/TX   | GHz      | WAL      | GCT      | Space G  | GCT      |
|     |            |          |          |          |          |          | TX       | TX       |          |          |          |          | GiB/s    | GiB/s    |          | Rounds   |
| 0   | 12         | -        | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 12.7     | 13.1     | 20.3     | 798810   |
| 1   | 14522      | 0.000000 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 20.3     | 66955    |
| 2   | 14530      | 0.000000 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 20.3     | 74493    |
| 3   | 14391      | 0.000000 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 20.3     | 101113   |
| 4   | 14607      | 0.000000 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 20.4     | 98593    |
| 5   | 14585      | 0.000000 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 20.4     | 80186    |
| 6   | 14537      | 0.000000 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 20.4     | 94184    |
| 7   | 14425      | 0.000000 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 20.4     | 87131    |
| 8   | 14395      | 0.000000 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 20.4     | 75426    |
| 9   | 14425      | 0.000000 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 20.4     | 67235    |
| 10  | 14506      | 0.000000 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 20.5     | 85540    |
| 11  | 14371      | 0.000000 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 20.5     | 70752    |
| 12  | 14567      | 0.000000 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 20.5     | 82629    |
| 13  | 14630      | 0.000000 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 20.5     | 68037    |
| 14  | 14274      | 0.000000 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 20.5     | 68702    |
| 15  | 14283      | 0.000000 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 20.5     | 73221    |
| 16  | 14505      | 0.000000 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 20.6     | 66279    |
| 17  | 14457      | 0.000000 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 20.6     | 68085    |
| 18  | 14233      | 0.000000 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 20.6     | 71133    |
| 19  | 14438      | 0.006926 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 20.6     | 73498    |
| 20  | 14699      | -        | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 20.6     | 78506    |
| 21  | 14292      | 0.006997 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 20.6     | 83929    |
| 22  | 14334      | -        | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 20.7     | 75694    |
| 23  | 14492      | 0.000000 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 20.7     | 91498    |
| 24  | 14416      | 0.000000 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 20.7     | 63338    |
| 25  | 14552      | 0.000000 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 20.7     | 63654    |
| 26  | 14745      | 0.000000 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 20.7     | 62399    |
| 27  | 14137      | 0.000000 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 20.7     | 67989    |
| 28  | 14199      | 0.000000 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 20.8     | 68064    |
| 29  | 14322      | 0.000000 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 20.8     | 75701    |
| 30  | 14344      | 0.000000 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 20.8     | 97845    |
| 31  | 14634      | 0.000000 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 20.8     | 65965    |
| 32  | 14093      | 0.000000 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 20.8     | 69880    |
| 33  | 14487      | 0.000000 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 20.8     | 74918    |
| 34  | 14341      | 0.000000 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 20.9     | 81493    |
| 35  | 14368      | 0.000000 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 20.9     | 68781    |
| 36  | 14419      | 0.000000 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 20.9     | 65853    |
| 37  | 14362      | 0.000000 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 20.9     | 75712    |
| 38  | 14412      | 0.000000 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 20.9     | 70366    |
| 39  | 14234      | 0.000000 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 20.9     | 80386    |
| 40  | 14100      | 0.000000 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 21.0     | 83317    |
| 41  | 14515      | 0.000000 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 21.0     | 74249    |
| 42  | 14333      | 0.000000 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 21.0     | 85083    |
| 43  | 14456      | 0.006918 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 21.0     | 81713    |
| 44  | 14545      | -        | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 21.0     | 78154    |
| 45  | 14511      | 0.000000 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 21.0     | 84295    |
| 46  | 14293      | 0.000000 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 21.1     | 67022    |
| 47  | 14631      | 0.000000 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 21.1     | 68052    |
| 48  | 14447      | 0.000000 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 21.1     | 71527    |
| 49  | 14758      | 0.000000 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 21.1     | 63493    |
| 50  | 14510      | 0.000000 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 21.1     | 65888    |
| 51  | 14368      | 0.000000 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 21.1     | 94259    |
| 52  | 14606      | 0.006847 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 21.2     | 73969    |
| 53  | 14392      | -        | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 21.2     | 97967    |
| 54  | 14447      | 0.000000 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 21.2     | 111031   |
| 55  | 14065      | 0.000000 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 21.2     | 103137   |
| 56  | 14460      | 0.000000 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 21.2     | 75152    |
| 57  | 14425      | 0.006932 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 21.2     | 72509    |
| 58  | 14215      | -        | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 21.3     | 90033    |
| 59  | 14462      | 0.000000 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 21.3     | 93904    |
| 60  | 14724      | 0.000000 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 21.3     | 77170    |
| 61  | 14644      | 0.000000 | 0.000000 | 0        | 0.0      | 0.0      | 0.000000 | 0.000000 | -        | 0.000000 | 0.000000 | 1.000000 | 0.0      | 0.0      | 21.3     | 72469    |
