t,c_hash,cc_ms_commit_tx,cc_ms_start_tx,cc_ms_refresh_global_state,cc_ms_history_tree_insert,cc_ms_fat_tuple_conversion,cc_ms_fat_tuple,cc_ms_gc_history_tree,cc_ms_gc_graveyard,cc_ms_abort_tx,olap_tx_abort,wal_reserve_blocked,tx_abort,gct_phase_1_pct,cc_ms_history_tree_retrieve,olap_scanned_tuples,gct_phase_2_pct,gct_write_pct,wal_miss,cc_ms_gc_cm,wal_reserve_immediate,cc_cross_workers_visibility_check,gct_committed_tx,key,rfa_committed_tx,wal_hit,olap_tx,wal_read_gib,cc_prepare_igc,cc_snapshot_restart,gct_write_gib,cc_ms_snapshotting,wal_miss_pct,wal_write_gib,cc_ms_committing,tx,cc_versions_space_removed,wal_hit_pct,cc_ms_gc,gct_rounds,wal_total,cc_ms_olap_tx,cc_ms_oltp_tx
0,951103201539164075,0,0,0,0,0,0,0,0,0,0,0,3679,0.0,0,0,0.0,100.0,0,0,0,0,1,0,1,0,0,0.0,0,0,12.7,0,-nan,12.8,0,73813,36,-nan,0,844,0.0,0,0
1,951103201539164075,0,0,0,0,0,0,0,0,0,0,0,17438,0.0,0,0,0.0,100.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.7,0,-nan,0.7,0,349316,4496331,-nan,0,2,0.0,0,0
2,951103201539164075,0,0,0,0,0,0,0,0,0,0,0,30566,0.0,0,0,0.0,100.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.6,0,-nan,0.9,0,434204,4063377,-nan,0,1,0.0,0,0
3,951103201539164075,0,0,0,0,0,0,0,0,0,0,0,18658,0.0,0,0,0.4,99.6,0,0,0,0,484665,0,6392,0,0,0.0,0,0,0.6,0,-nan,0.6,0,267652,2713987,-nan,0,1,0.0,0,0
4,951103201539164075,0,0,0,0,0,0,0,0,0,0,0,18387,0.0,0,0,0.3,99.7,0,0,0,0,317096,0,6959,0,0,0.0,0,0,0.6,0,-nan,0.6,0,273489,3052712,-nan,0,1,0.0,0,0
5,951103201539164075,0,0,0,0,0,0,0,0,0,0,0,19223,0.0,0,0,0.3,99.7,0,0,0,0,270507,0,7103,0,0,0.0,0,0,0.6,0,-nan,0.6,0,283280,2836883,-nan,0,1,0.0,0,0
6,951103201539164075,0,0,0,0,0,0,0,0,0,0,0,20038,0.0,0,0,0.3,99.7,0,0,0,0,276475,0,6921,0,0,0.0,0,0,0.6,0,-nan,0.6,0,270423,2669942,-nan,0,1,0.0,0,0
7,951103201539164075,0,0,0,0,0,0,0,0,0,0,0,19083,0.0,0,0,0.3,99.7,0,0,0,0,232955,0,7142,0,0,0.0,0,0,0.6,0,-nan,0.6,0,284047,3080669,-nan,0,1,0.0,0,0
8,951103201539164075,0,0,0,0,0,0,0,0,0,0,0,17904,0.0,0,0,0.3,99.7,0,0,0,0,247466,0,6479,0,0,0.0,0,0,0.6,0,-nan,0.5,0,257931,3051815,-nan,0,1,0.0,0,0
9,951103201539164075,0,0,0,0,0,0,0,0,0,0,0,26009,0.0,0,0,0.3,99.7,0,0,0,0,567858,0,9750,0,0,0.0,0,0,1.2,0,-nan,0.8,0,384105,5301631,-nan,0,2,0.0,0,0
10,951103201539164075,0,0,0,0,0,0,0,0,0,0,0,17568,0.0,0,0,0.3,99.7,0,0,0,0,257262,0,6423,0,0,0.0,0,0,0.6,0,-nan,0.6,0,269616,2878255,-nan,0,1,0.0,0,0
11,951103201539164075,0,0,0,0,0,0,0,0,0,0,0,20081,0.0,0,0,0.3,99.7,0,0,0,0,308774,0,7233,0,0,0.0,0,0,0.6,0,-nan,0.6,0,292329,3239573,-nan,0,1,0.0,0,0
12,951103201539164075,0,0,0,0,0,0,0,0,0,0,0,18142,0.0,0,0,0.3,99.7,0,0,0,0,298916,0,6597,0,0,0.0,0,0,0.6,0,-nan,0.5,0,255581,2763843,-nan,0,1,0.0,0,0
13,951103201539164075,0,0,0,0,0,0,0,0,0,0,0,22356,0.0,0,0,0.3,99.7,0,0,0,0,217985,0,8168,0,0,0.0,0,0,0.6,0,-nan,0.7,0,321279,3414448,-nan,0,1,0.0,0,0
14,951103201539164075,0,0,0,0,0,0,0,0,0,0,0,17322,0.0,0,0,0.3,99.7,0,0,0,0,304298,0,6203,0,0,0.0,0,0,0.6,0,-nan,0.5,0,240121,2781429,-nan,0,1,0.0,0,0
15,951103201539164075,0,0,0,0,0,0,0,0,0,0,0,22155,0.0,0,0,0.3,99.7,0,0,0,0,209696,0,8337,0,0,0.0,0,0,0.6,0,-nan,0.7,0,321880,3440716,-nan,0,1,0.0,0,0
16,951103201539164075,0,0,0,0,0,0,0,0,0,0,0,18343,0.0,0,0,0.3,99.7,0,0,0,0,299426,0,6489,0,0,0.0,0,0,0.6,0,-nan,0.5,0,256438,2617190,-nan,0,1,0.0,0,0
17,951103201539164075,0,0,0,0,0,0,0,0,0,0,0,19304,0.0,0,0,0.3,99.7,0,0,0,0,274220,0,7122,0,0,0.0,0,0,0.6,0,-nan,0.6,0,281128,2909049,-nan,0,1,0.0,0,0
18,951103201539164075,0,0,0,0,0,0,0,0,0,0,0,19664,0.0,0,0,0.3,99.7,0,0,0,0,285599,0,7080,0,0,0.0,0,0,0.6,0,-nan,0.6,0,278850,3038188,-nan,0,1,0.0,0,0
19,951103201539164075,0,0,0,0,0,0,0,0,0,0,0,19772,0.0,0,0,0.3,99.7,0,0,0,0,208165,0,7501,0,0,0.0,0,0,0.6,0,-nan,0.6,0,293463,3242388,-nan,0,1,0.0,0,0
20,951103201539164075,0,0,0,0,0,0,0,0,0,0,0,19025,0.0,0,0,0.3,99.7,0,0,0,0,277067,0,6818,0,0,0.0,0,0,0.6,0,-nan,0.6,0,269150,2858676,-nan,0,1,0.0,0,0
21,951103201539164075,0,0,0,0,0,0,0,0,0,0,0,17378,0.0,0,0,0.3,99.7,0,0,0,0,308806,0,6873,0,0,0.0,0,0,0.6,0,-nan,0.6,0,269330,2667018,-nan,0,1,0.0,0,0
22,951103201539164075,0,0,0,0,0,0,0,0,0,0,0,19008,0.0,0,0,0.3,99.7,0,0,0,0,277283,0,7290,0,0,0.0,0,0,0.6,0,-nan,0.6,0,274849,2818841,-nan,0,1,0.0,0,0
23,951103201539164075,0,0,0,0,0,0,0,0,0,0,0,20107,0.0,0,0,0.3,99.7,0,0,0,0,215129,0,7126,0,0,0.0,0,0,0.6,0,-nan,0.6,0,279862,3447351,-nan,0,1,0.0,0,0
24,951103201539164075,0,0,0,0,0,0,0,0,0,0,0,18609,0.0,0,0,0.3,99.7,0,0,0,0,256825,0,7112,0,0,0.0,0,0,0.6,0,-nan,0.6,0,273803,2915828,-nan,0,1,0.0,0,0
25,951103201539164075,0,0,0,0,0,0,0,0,0,0,0,19205,0.0,0,0,0.3,99.7,0,0,0,0,314318,0,6648,0,0,0.0,0,0,0.6,0,-nan,0.6,0,271866,2985490,-nan,0,1,0.0,0,0
26,951103201539164075,0,0,0,0,0,0,0,0,0,0,0,18571,0.0,0,0,0.3,99.7,0,0,0,0,274422,0,6797,0,0,0.0,0,0,0.6,0,-nan,0.6,0,278145,3072024,-nan,0,1,0.0,0,0
27,951103201539164075,0,0,0,0,0,0,0,0,0,0,0,20168,0.0,0,0,0.3,99.7,0,0,0,0,281790,0,6760,0,0,0.0,0,0,0.6,0,-nan,0.6,0,275702,2792329,-nan,0,1,0.0,0,0
